missing_rate_target,chunk_index,day_index,file_name,eligible_count,allocated_missing_count,observed_chunk_missing_rate,global_eligible_count,global_missing_count,mask_scope,mechanism,allocation_method,seed
0.0,18,18,node_flow_chunk_018.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,19,19,node_flow_chunk_019.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,20,20,node_flow_chunk_020.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,21,21,node_flow_chunk_021.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,22,22,node_flow_chunk_022.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,23,23,node_flow_chunk_023.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,24,24,node_flow_chunk_024.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,25,25,node_flow_chunk_025.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,26,26,node_flow_chunk_026.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,27,27,node_flow_chunk_027.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,28,28,node_flow_chunk_028.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,29,29,node_flow_chunk_029.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,30,30,node_flow_chunk_030.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,31,31,node_flow_chunk_031.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,32,32,node_flow_chunk_032.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,33,33,node_flow_chunk_033.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,34,34,node_flow_chunk_034.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,35,35,node_flow_chunk_035.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,36,36,node_flow_chunk_036.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,37,37,node_flow_chunk_037.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,38,38,node_flow_chunk_038.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,39,39,node_flow_chunk_039.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,40,40,node_flow_chunk_040.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,41,41,node_flow_chunk_041.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,42,42,node_flow_chunk_042.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,43,43,node_flow_chunk_043.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,44,44,node_flow_chunk_044.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,45,45,node_flow_chunk_045.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,46,46,node_flow_chunk_046.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,47,47,node_flow_chunk_047.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,48,48,node_flow_chunk_048.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,49,49,node_flow_chunk_049.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,50,50,node_flow_chunk_050.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,51,51,node_flow_chunk_051.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,52,52,node_flow_chunk_052.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,53,53,node_flow_chunk_053.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,54,54,node_flow_chunk_054.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,55,55,node_flow_chunk_055.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,56,56,node_flow_chunk_056.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,57,57,node_flow_chunk_057.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,58,58,node_flow_chunk_058.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,59,59,node_flow_chunk_059.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.0,60,60,node_flow_chunk_060.parquet,4034976,0,0.0,246133536,0,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,0,0,node_flow_chunk_000.parquet,4034976,201900,0.05003747234184293,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,1,1,node_flow_chunk_001.parquet,4034976,202653,0.05022409055221146,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,2,2,node_flow_chunk_002.parquet,4034976,201529,0.049945526317876486,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,3,3,node_flow_chunk_003.parquet,4034976,202274,0.05013016186465545,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,4,4,node_flow_chunk_004.parquet,4034976,201974,0.05005581198004647,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,5,5,node_flow_chunk_005.parquet,4034976,201147,0.04985085413147439,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,6,6,node_flow_chunk_006.parquet,4034976,200908,0.0497916220567359,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,7,7,node_flow_chunk_007.parquet,4034976,202506,0.050187659108753065,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,8,8,node_flow_chunk_008.parquet,4034976,201177,0.049858289119935284,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,9,9,node_flow_chunk_009.parquet,4034976,200987,0.049811200859682936,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,10,10,node_flow_chunk_010.parquet,4034976,202117,0.05009125209171009,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,11,11,node_flow_chunk_011.parquet,4034976,200960,0.049804509370068126,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,12,12,node_flow_chunk_012.parquet,4034976,201190,0.049861510948268344,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,13,13,node_flow_chunk_013.parquet,4034976,202581,0.05020624657990531,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,14,14,node_flow_chunk_014.parquet,4034976,201384,0.049909590540315484,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,15,15,node_flow_chunk_015.parquet,4034976,201115,0.049842923477116094,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,16,16,node_flow_chunk_016.parquet,4034976,201890,0.05003499401235596,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,17,17,node_flow_chunk_017.parquet,4034976,202037,0.05007142545581436,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,18,18,node_flow_chunk_018.parquet,4034976,201497,0.0499375956635182,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,19,19,node_flow_chunk_019.parquet,4034976,201162,0.049854571625704835,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,20,20,node_flow_chunk_020.parquet,4034976,201976,0.05005630764594387,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,21,21,node_flow_chunk_021.parquet,4034976,201964,0.05005333365055951,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,22,22,node_flow_chunk_022.parquet,4034976,201257,0.049878115755831016,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,23,23,node_flow_chunk_023.parquet,4034976,201640,0.049973035775181814,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,24,24,node_flow_chunk_024.parquet,4034976,201402,0.04991405153339202,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,25,25,node_flow_chunk_025.parquet,4034976,201534,0.04994676548261997,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,26,26,node_flow_chunk_026.parquet,4034976,201803,0.05001343254581936,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,27,27,node_flow_chunk_027.parquet,4034976,201874,0.050031028685176816,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,28,28,node_flow_chunk_028.parquet,4034976,202790,0.050258043666182896,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,29,29,node_flow_chunk_029.parquet,4034976,201522,0.049943791487235614,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,30,30,node_flow_chunk_030.parquet,4034976,202007,0.050063990467353464,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,31,31,node_flow_chunk_031.parquet,4034976,201615,0.04996683995146439,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,32,32,node_flow_chunk_032.parquet,4034976,201119,0.049843914808910886,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,33,33,node_flow_chunk_033.parquet,4034976,201548,0.049950235143901726,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,34,34,node_flow_chunk_034.parquet,4034976,201792,0.050010706383383695,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,35,35,node_flow_chunk_035.parquet,4034976,201102,0.04983970164878304,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,36,36,node_flow_chunk_036.parquet,4034976,201778,0.05000723672210194,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,37,37,node_flow_chunk_037.parquet,4034976,202102,0.05008753459747964,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,38,38,node_flow_chunk_038.parquet,4034976,202225,0.05011801805016932,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,39,39,node_flow_chunk_039.parquet,4034976,202326,0.050143049177987675,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,40,40,node_flow_chunk_040.parquet,4034976,201648,0.04997501843877138,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,41,41,node_flow_chunk_041.parquet,4034976,202375,0.050155192992473806,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,42,42,node_flow_chunk_042.parquet,4034976,201784,0.05000872371979412,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,43,43,node_flow_chunk_043.parquet,4034976,200903,0.04979038289199242,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,44,44,node_flow_chunk_044.parquet,4034976,202017,0.05006646879684043,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,45,45,node_flow_chunk_045.parquet,4034976,202100,0.05008703893158224,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,46,46,node_flow_chunk_046.parquet,4034976,201980,0.050057298977738654,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,47,47,node_flow_chunk_047.parquet,4034976,201418,0.049918016860571165,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,48,48,node_flow_chunk_048.parquet,4034976,202171,0.0501046350709397,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,49,49,node_flow_chunk_049.parquet,4034976,201526,0.0499447828190304,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,50,50,node_flow_chunk_050.parquet,4034976,202259,0.050126444370425,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,51,51,node_flow_chunk_051.parquet,4034976,202457,0.05017551529426693,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,52,52,node_flow_chunk_052.parquet,4034976,201550,0.049950730809799115,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,53,53,node_flow_chunk_053.parquet,4034976,201638,0.04997254010928442,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,54,54,node_flow_chunk_054.parquet,4034976,201093,0.049837471152244774,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,55,55,node_flow_chunk_055.parquet,4034976,201486,0.049934869501082536,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,56,56,node_flow_chunk_056.parquet,4034976,201983,0.05005804247658474,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,57,57,node_flow_chunk_057.parquet,4034976,200977,0.04980872253019596,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,58,58,node_flow_chunk_058.parquet,4034976,202219,0.05011653105247714,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,59,59,node_flow_chunk_059.parquet,4034976,202824,0.05026646998643858,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.05,60,60,node_flow_chunk_060.parquet,4034976,201905,0.05003871150658641,246133536,12306677,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,0,0,node_flow_chunk_000.parquet,4034976,402695,0.0998010892753761,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,1,1,node_flow_chunk_001.parquet,4034976,403545,0.10001174728176822,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,2,2,node_flow_chunk_002.parquet,4034976,403257,0.0999403713925436,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,3,3,node_flow_chunk_003.parquet,4034976,403916,0.10010369330573465,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,4,4,node_flow_chunk_004.parquet,4034976,403749,0.10006230520330232,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,5,5,node_flow_chunk_005.parquet,4034976,403768,0.10006701402932756,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,6,6,node_flow_chunk_006.parquet,4034976,403540,0.10001050811702474,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,7,7,node_flow_chunk_007.parquet,4034976,403377,0.0999701113463872,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,8,8,node_flow_chunk_008.parquet,4034976,403367,0.09996763301690022,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,9,9,node_flow_chunk_009.parquet,4034976,403003,0.09987742182357466,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,10,10,node_flow_chunk_010.parquet,4034976,402768,0.09981918108063097,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,11,11,node_flow_chunk_011.parquet,4034976,404005,0.10012575043816865,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,12,12,node_flow_chunk_012.parquet,4034976,404754,0.1003113773167424,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,13,13,node_flow_chunk_013.parquet,4034976,403827,0.10008163617330065,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,14,14,node_flow_chunk_014.parquet,4034976,404098,0.10014879890239743,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,15,15,node_flow_chunk_015.parquet,4034976,403162,0.09991682726241742,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,16,16,node_flow_chunk_016.parquet,4034976,402751,0.09981496792050312,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,17,17,node_flow_chunk_017.parquet,4034976,403480,0.09999563814010294,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,18,18,node_flow_chunk_018.parquet,4034976,403904,0.10010071931035029,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,19,19,node_flow_chunk_019.parquet,4034976,403669,0.1000424785674066,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,20,20,node_flow_chunk_020.parquet,4034976,403299,0.09995078037638885,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,21,21,node_flow_chunk_021.parquet,4034976,403242,0.09993665389831315,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,22,22,node_flow_chunk_022.parquet,4034976,403696,0.10004917005702141,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,23,23,node_flow_chunk_023.parquet,4034976,403546,0.10001199511471691,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,24,24,node_flow_chunk_024.parquet,4034976,403542,0.10001100378292213,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,25,25,node_flow_chunk_025.parquet,4034976,403730,0.10005759637727708,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,26,26,node_flow_chunk_026.parquet,4034976,403064,0.09989253963344516,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,27,27,node_flow_chunk_027.parquet,4034976,404235,0.10018275201636886,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,28,28,node_flow_chunk_028.parquet,4034976,403687,0.10004693956048313,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,29,29,node_flow_chunk_029.parquet,4034976,403293,0.09994929337869668,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,30,30,node_flow_chunk_030.parquet,4034976,403982,0.10012005028034864,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,31,31,node_flow_chunk_031.parquet,4034976,404067,0.10014111608098784,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,32,32,node_flow_chunk_032.parquet,4034976,403809,0.10007717518022412,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,33,33,node_flow_chunk_033.parquet,4034976,404040,0.10013442459137303,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,34,34,node_flow_chunk_034.parquet,4034976,403633,0.10003355658125351,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,35,35,node_flow_chunk_035.parquet,4034976,404613,0.10027643287097618,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,36,36,node_flow_chunk_036.parquet,4034976,404004,0.10012550260521996,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,37,37,node_flow_chunk_037.parquet,4034976,403794,0.10007345768599367,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,38,38,node_flow_chunk_038.parquet,4034976,403482,0.09999613380600034,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,39,39,node_flow_chunk_039.parquet,4034976,402613,0.09978076697358298,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,40,40,node_flow_chunk_040.parquet,4034976,403570,0.10001794310548563,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,41,41,node_flow_chunk_041.parquet,4034976,403331,0.09995871103074715,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,42,42,node_flow_chunk_042.parquet,4034976,403299,0.09995078037638885,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,43,43,node_flow_chunk_043.parquet,4034976,403078,0.0998960092947269,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,44,44,node_flow_chunk_044.parquet,4034976,403176,0.09992029692369918,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,45,45,node_flow_chunk_045.parquet,4034976,403478,0.09999514247420555,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,46,46,node_flow_chunk_046.parquet,4034976,403158,0.09991583593062263,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,47,47,node_flow_chunk_047.parquet,4034976,403797,0.10007420118483976,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,48,48,node_flow_chunk_048.parquet,4034976,402468,0.09974483119602198,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,49,49,node_flow_chunk_049.parquet,4034976,404123,0.10015499472611485,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,50,50,node_flow_chunk_050.parquet,4034976,403469,0.09999291197766728,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,51,51,node_flow_chunk_051.parquet,4034976,402509,0.09975499234691855,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,52,52,node_flow_chunk_052.parquet,4034976,402485,0.09974904435614983,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,53,53,node_flow_chunk_053.parquet,4034976,402968,0.09986874767037028,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,54,54,node_flow_chunk_054.parquet,4034976,403072,0.09989452229703473,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,55,55,node_flow_chunk_055.parquet,4034976,402315,0.09970691275487141,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,56,56,node_flow_chunk_056.parquet,4034976,404175,0.10016788203944707,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,57,57,node_flow_chunk_057.parquet,4034976,403988,0.10012153727804081,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,58,58,node_flow_chunk_058.parquet,4034976,402905,0.0998531341946024,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,59,59,node_flow_chunk_059.parquet,4034976,403876,0.10009377998778679,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.1,60,60,node_flow_chunk_060.parquet,4034976,404108,0.1001512772318844,246133536,24613354,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.2,0,0,node_flow_chunk_000.parquet,4034976,807563,0.20014071954826992,246133536,49226707,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.2,1,1,node_flow_chunk_001.parquet,4034976,806458,0.1998668641399602,246133536,49226707,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.2,2,2,node_flow_chunk_002.parquet,4034976,807079,0.20002076840110078,246133536,49226707,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.2,3,3,node_flow_chunk_003.parquet,4034976,806754,0.1999402226927744,246133536,49226707,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
0.2,4,4,node_flow_chunk_004.parquet,4034976,807251,0.20006339566827658,246133536,49226707,global,mcar_point,sequential_hypergeometric_global_without_replacement,42
