scenario,time_slot_within_day,missing_count,missing_ratio_within_scenario
nso_r05_mix_s42,82,132661,0.010779595499256217
nso_r05_mix_s42,83,132466,0.010763750442138035
nso_r05_mix_s42,84,136212,0.011068138052213445
nso_r05_mix_s42,85,134620,0.010938777380766554
nso_r05_mix_s42,86,135024,0.010971605088847298
nso_r05_mix_s42,87,134673,0.010943083986034573
nso_r05_mix_s42,88,133157,0.010819898824028614
nso_r05_mix_s42,89,133194,0.01082290532204591
nso_r05_mix_s42,90,128981,0.010480570831590038
nso_r05_mix_s42,91,123801,0.010059661109168625
nso_r05_mix_s42,92,126446,0.01027458508905369
nso_r05_mix_s42,93,127963,0.01039785150776282
nso_r05_mix_s42,94,121220,0.00984993755828645
nso_r05_mix_s42,95,115281,0.009367353998158886
nso_r10_mix_s42,0,244792,0.009945495441214553
nso_r10_mix_s42,1,249449,0.010134701674546264
nso_r10_mix_s42,2,253139,0.010284620291895204
nso_r10_mix_s42,3,254019,0.010320373241290074
nso_r10_mix_s42,4,256331,0.010414305990154775
nso_r10_mix_s42,5,254986,0.010359660857272844
nso_r10_mix_s42,6,252966,0.010277591587070986
nso_r10_mix_s42,7,252440,0.010256221074137234
nso_r10_mix_s42,8,255152,0.010366405163635968
nso_r10_mix_s42,9,258590,0.010506085436385468
nso_r10_mix_s42,10,259758,0.01055353935103684
nso_r10_mix_s42,11,256230,0.010410202526644683
nso_r10_mix_s42,12,257440,0.010459362832062627
nso_r10_mix_s42,13,255226,0.010369411661653264
nso_r10_mix_s42,14,258414,0.010498934846506495
nso_r10_mix_s42,15,257630,0.010467082218863792
nso_r10_mix_s42,16,256392,0.010416784319601465
nso_r10_mix_s42,17,255430,0.01037769984537662
nso_r10_mix_s42,18,257531,0.010463060012056869
nso_r10_mix_s42,19,257407,0.01045802209646032
nso_r10_mix_s42,20,259433,0.010540335136771689
nso_r10_mix_s42,21,257665,0.01046850421116927
nso_r10_mix_s42,22,258373,0.010497269084091506
nso_r10_mix_s42,23,258376,0.01049739096914626
nso_r10_mix_s42,24,256995,0.010441283215607267
nso_r10_mix_s42,25,257573,0.010464766402823443
nso_r10_mix_s42,26,255205,0.010368558466269977
nso_r10_mix_s42,27,250335,0.010170698394050643
nso_r10_mix_s42,28,253826,0.010312531969434154
nso_r10_mix_s42,29,259203,0.010530990615907121
nso_r10_mix_s42,30,259441,0.01054066016358437
nso_r10_mix_s42,31,254978,0.010359335830460163
nso_r10_mix_s42,32,255953,0.010398948473255615
nso_r10_mix_s42,33,254326,0.010332846145226693
nso_r10_mix_s42,34,257711,0.010470373115342184
nso_r10_mix_s42,35,256504,0.010421334694978994
nso_r10_mix_s42,36,257876,0.010477076793353721
nso_r10_mix_s42,37,260834,0.010597255457342384
nso_r10_mix_s42,38,258305,0.01049450635618372
nso_r10_mix_s42,39,254527,0.010341012443895294
nso_r10_mix_s42,40,254310,0.01033219609160133
nso_r10_mix_s42,41,255846,0.010394601239636012
nso_r10_mix_s42,42,256165,0.010407561683791653
nso_r10_mix_s42,43,259047,0.010524652593059848
nso_r10_mix_s42,44,254248,0.010329677133803056
nso_r10_mix_s42,45,255885,0.01039618574534783
nso_r10_mix_s42,46,256922,0.010438317345941557
nso_r10_mix_s42,47,256110,0.010405327124454473
nso_r10_mix_s42,48,257006,0.010441730127474704
nso_r10_mix_s42,49,256299,0.010413005882904053
nso_r10_mix_s42,50,258009,0.010482480364114538
nso_r10_mix_s42,51,258280,0.010493490647394093
nso_r10_mix_s42,52,258590,0.010506085436385468
nso_r10_mix_s42,53,254443,0.010337599662362147
nso_r10_mix_s42,54,258110,0.01048658382762463
nso_r10_mix_s42,55,259490,0.010542650952812038
nso_r10_mix_s42,56,262119,0.01064946288912921
nso_r10_mix_s42,57,261672,0.01063130201597068
nso_r10_mix_s42,58,259219,0.010531640669532482
nso_r10_mix_s42,59,257729,0.010471104425670716
nso_r10_mix_s42,60,260826,0.010596930430529703
nso_r10_mix_s42,61,258421,0.01049921924496759
nso_r10_mix_s42,62,254241,0.01032939273534196
nso_r10_mix_s42,63,254440,0.010337477777307391
nso_r10_mix_s42,64,256926,0.010438479859347897
nso_r10_mix_s42,65,258161,0.010488655873555469
nso_r10_mix_s42,66,260188,0.010571009542218424
nso_r10_mix_s42,67,257424,0.010458712778437266
nso_r10_mix_s42,68,258155,0.01048841210344596
nso_r10_mix_s42,69,258288,0.010493815674206774
nso_r10_mix_s42,70,259815,0.010555855167077188
nso_r10_mix_s42,71,257364,0.010456275077342161
nso_r10_mix_s42,72,256746,0.010431166756062583
nso_r10_mix_s42,73,257668,0.010468626096224025
nso_r10_mix_s42,74,259673,0.010550085941152108
nso_r10_mix_s42,75,262118,0.010649422260777626
nso_r10_mix_s42,76,256557,0.010423487997613003
nso_r10_mix_s42,77,254918,0.01035689812936506
nso_r10_mix_s42,78,258576,0.010505516639463277
nso_r10_mix_s42,79,256181,0.010408211737417013
nso_r10_mix_s42,80,257466,0.010460419169203839
nso_r10_mix_s42,81,253623,0.010304284414062382
nso_r10_mix_s42,82,259086,0.010526237098771667
nso_r10_mix_s42,83,256221,0.010409836871480416
nso_r10_mix_s42,84,253945,0.010317366743272778
nso_r10_mix_s42,85,254998,0.010360148397491865
nso_r10_mix_s42,86,254147,0.010325573670292965
nso_r10_mix_s42,87,254628,0.010345115907405387
nso_r10_mix_s42,88,255686,0.0103881007033824
nso_r10_mix_s42,89,251802,0.010230300185825955
nso_r10_mix_s42,90,254437,0.010337355892252636
nso_r10_mix_s42,91,254731,0.01034930062761865
nso_r10_mix_s42,92,253766,0.01031009426833905
nso_r10_mix_s42,93,254385,0.010335243217970212
nso_r10_mix_s42,94,253387,0.010294696123088304
nso_r10_mix_s42,95,244100,0.009917380621917679
nso_r20_mix_s42,0,496866,0.010093423474375404
nso_r20_mix_s42,1,503675,0.010231742700156645
nso_r20_mix_s42,2,507437,0.010308164631040626
nso_r20_mix_s42,3,506706,0.01029331496823462
nso_r20_mix_s42,4,510242,0.010365145895296225
nso_r20_mix_s42,5,512880,0.010418734692125557
nso_r20_mix_s42,6,514990,0.01046159760391854
nso_r20_mix_s42,7,516562,0.010493531488913122
nso_r20_mix_s42,8,518708,0.010537125711049491
nso_r20_mix_s42,9,518876,0.010540538492651966
nso_r20_mix_s42,10,517400,0.010510554768573084
nso_r20_mix_s42,11,518682,0.010536597542468157
nso_r20_mix_s42,12,514403,0.010449673182486085
nso_r20_mix_s42,13,518357,0.010529995435201465
nso_r20_mix_s42,14,519868,0.01056069015544753
nso_r20_mix_s42,15,518557,0.010534058270442506
nso_r20_mix_s42,16,514740,0.010456519059867239
nso_r20_mix_s42,17,512030,0.010401467642351133
nso_r20_mix_s42,18,511623,0.010393199772635614
nso_r20_mix_s42,19,513743,0.010436265826190649
nso_r20_mix_s42,20,513848,0.010438398814692195
nso_r20_mix_s42,21,513092,0.01042304129748106
nso_r20_mix_s42,22,515727,0.010476569151781776
nso_r20_mix_s42,23,515109,0.010464014990886958
nso_r20_mix_s42,24,513328,0.010427835443065489
nso_r20_mix_s42,25,515039,0.010462592998552595
nso_r20_mix_s42,26,511949,0.010399822194078511
nso_r20_mix_s42,27,512009,0.010401041044650823
nso_r20_mix_s42,28,512206,0.01040504293736325
nso_r20_mix_s42,29,514911,0.010459992783998328
nso_r20_mix_s42,30,513102,0.010423244439243112
nso_r20_mix_s42,31,514306,0.01044770270739418
nso_r20_mix_s42,32,512406,0.01040910577260429
nso_r20_mix_s42,33,509398,0.010348000730579033
nso_r20_mix_s42,34,512403,0.010409044830075674
nso_r20_mix_s42,35,513198,0.010425194600158812
nso_r20_mix_s42,36,512333,0.01040762283774131
nso_r20_mix_s42,37,512461,0.010410223052295576
nso_r20_mix_s42,38,514895,0.010459667757179046
nso_r20_mix_s42,39,514199,0.010445529090540223
nso_r20_mix_s42,40,512599,0.010413026408611895
nso_r20_mix_s42,41,510759,0.010375648324394316
nso_r20_mix_s42,42,510708,0.010374612301407852
nso_r20_mix_s42,43,510559,0.010371585489153276
nso_r20_mix_s42,44,509615,0.010352408906815562
nso_r20_mix_s42,45,513234,0.010425925910502199
nso_r20_mix_s42,46,513683,0.010435046975618336
nso_r20_mix_s42,47,513211,0.01042545868444948
nso_r20_mix_s42,48,509861,0.010357406194162044
nso_r20_mix_s42,49,512423,0.010409451113599779
nso_r20_mix_s42,50,511789,0.010396571925885677
nso_r20_mix_s42,51,511097,0.010382514515951676
nso_r20_mix_s42,52,514071,0.010442928875985956
nso_r20_mix_s42,53,515716,0.010476345695843518
nso_r20_mix_s42,54,514079,0.010443091389395597
nso_r20_mix_s42,55,511874,0.01039829863086312
nso_r20_mix_s42,56,512442,0.010409837082947676
nso_r20_mix_s42,57,510819,0.01037686717496663
nso_r20_mix_s42,58,512355,0.010408069749617825
nso_r20_mix_s42,59,510932,0.010379162676877817
nso_r20_mix_s42,60,509460,0.010349260209503755
nso_r20_mix_s42,61,510035,0.010360940860821748
nso_r20_mix_s42,62,512019,0.010401244186412875
nso_r20_mix_s42,63,510064,0.0103615299719317
nso_r20_mix_s42,64,510385,0.01036805082249357
nso_r20_mix_s42,65,507394,0.010307291121463802
nso_r20_mix_s42,66,513667,0.010434721948799054
nso_r20_mix_s42,67,513236,0.01042596653885461
nso_r20_mix_s42,68,512276,0.010406464929697613
nso_r20_mix_s42,69,509946,0.010359132899139485
nso_r20_mix_s42,70,508800,0.010335852853208321
nso_r20_mix_s42,71,511737,0.010395515588723007
nso_r20_mix_s42,72,509976,0.01035974232442564
nso_r20_mix_s42,73,508999,0.010339895374273156
nso_r20_mix_s42,74,510155,0.010363378561966374
nso_r20_mix_s42,75,510394,0.010368233650079417
nso_r20_mix_s42,76,515271,0.010467305887432202
nso_r20_mix_s42,77,515176,0.010465376040692708
nso_r20_mix_s42,78,514848,0.0104587129908974
nso_r20_mix_s42,79,517124,0.010504948055940447
nso_r20_mix_s42,80,512297,0.010406891527397922
nso_r20_mix_s42,81,515035,0.010462511741847773
nso_r20_mix_s42,82,515136,0.0104645634736445
nso_r20_mix_s42,83,515213,0.0104661276652123
nso_r20_mix_s42,84,517624,0.01051510514404305
nso_r20_mix_s42,85,516229,0.010486766868236788
nso_r20_mix_s42,86,516599,0.010494283113432715
nso_r20_mix_s42,87,518156,0.01052591228578422
nso_r20_mix_s42,88,514829,0.010458327021549502
nso_r20_mix_s42,89,516849,0.010499361657484016
nso_r20_mix_s42,90,512681,0.01041469217106072
nso_r20_mix_s42,91,512875,0.01041863312124453
nso_r20_mix_s42,92,511704,0.010394845220908236
nso_r20_mix_s42,93,512184,0.010404596025486735
nso_r20_mix_s42,94,509117,0.01034229244706537
nso_r20_mix_s42,95,505127,0.010261238884006603
nso_r30_mix_s42,0,757111,0.010253390771169596
nso_r30_mix_s42,1,767158,0.010389455122470715
nso_r30_mix_s42,2,764246,0.010350018535331384
nso_r30_mix_s42,3,765366,0.010365186453461895
nso_r30_mix_s42,4,770071,0.01042890525239409
nso_r30_mix_s42,5,769414,0.01042000764327646
nso_r30_mix_s42,6,770268,0.010431573180850974
nso_r30_mix_s42,7,768784,0.010411475689328046
nso_r30_mix_s42,8,768788,0.010411529860464227
nso_r30_mix_s42,9,766986,0.010387125763614957
nso_r30_mix_s42,10,766493,0.010380449171080722
nso_r30_mix_s42,11,766075,0.01037478828734987
nso_r30_mix_s42,12,765743,0.010370292083046897
nso_r30_mix_s42,13,768805,0.010411760087792994
nso_r30_mix_s42,14,769851,0.010425925839904168
nso_r30_mix_s42,15,770779,0.010438493543498021
nso_r30_mix_s42,16,769939,0.010427117604900137
nso_r30_mix_s42,17,772284,0.010458875433485896
nso_r30_mix_s42,18,771665,0.01045049245016198
nso_r30_mix_s42,19,772350,0.010459769257232873
nso_r30_mix_s42,20,771523,0.010448569374827575
nso_r30_mix_s42,21,771010,0.01044162192661244
nso_r30_mix_s42,22,770149,0.010429961589549609
nso_r30_mix_s42,23,771873,0.010453309349243359
nso_r30_mix_s42,24,773355,0.010473379755198197
nso_r30_mix_s42,25,775018,0.010495901405065199
nso_r30_mix_s42,26,767872,0.010399124670278915
nso_r30_mix_s42,27,768705,0.010410405809388484
nso_r30_mix_s42,28,769769,0.01042481533161247
nso_r30_mix_s42,29,772276,0.010458767091213536
nso_r30_mix_s42,30,770837,0.010439279024972636
nso_r30_mix_s42,31,772091,0.010456261676165191
nso_r30_mix_s42,32,769932,0.010427022805411822
nso_r30_mix_s42,33,769390,0.010419682616459376
nso_r30_mix_s42,34,769649,0.010423190197527058
nso_r30_mix_s42,35,768663,0.01040983701245859
nso_r30_mix_s42,36,773935,0.010481234569944356
nso_r30_mix_s42,37,769968,0.010427510345637445
nso_r30_mix_s42,38,771729,0.010451359188340866
nso_r30_mix_s42,39,768235,0.010404040700887287
nso_r30_mix_s42,40,768189,0.010403417732821212
nso_r30_mix_s42,41,767732,0.0103972286805126
nso_r30_mix_s42,42,768361,0.01040574709167697
nso_r30_mix_s42,43,769504,0.010421226493840518
nso_r30_mix_s42,44,770294,0.010431925293236147
nso_r30_mix_s42,45,770515,0.010434918248510115
nso_r30_mix_s42,46,771865,0.010453201006970999
nso_r30_mix_s42,47,767838,0.010398664215621382
nso_r30_mix_s42,48,771547,0.010448894401644657
nso_r30_mix_s42,49,770417,0.010433591055673694
nso_r30_mix_s42,50,769564,0.010422039060883225
nso_r30_mix_s42,51,769166,0.010416649032833274
nso_r30_mix_s42,52,772793,0.010465768710564852
nso_r30_mix_s42,53,770291,0.010431884664884011
nso_r30_mix_s42,54,768764,0.010411204833647145
nso_r30_mix_s42,55,773208,0.010471388965943568
nso_r30_mix_s42,56,770500,0.010434715106749438
nso_r30_mix_s42,57,768367,0.01040582834838124
nso_r30_mix_s42,58,767753,0.010397513078977549
nso_r30_mix_s42,59,767786,0.010397959990851037
nso_r30_mix_s42,60,769795,0.010425167443997643
nso_r30_mix_s42,61,769891,0.010426467551265972
nso_r30_mix_s42,62,770268,0.010431573180850974
nso_r30_mix_s42,63,772496,0.010461746503703457
nso_r30_mix_s42,64,769764,0.010424747617692244
nso_r30_mix_s42,65,766518,0.01038078774068185
nso_r30_mix_s42,66,767120,0.010388940496677001
nso_r30_mix_s42,67,766083,0.010374896629622233
nso_r30_mix_s42,68,770500,0.010434715106749438
nso_r30_mix_s42,69,770961,0.010440958330194228
nso_r30_mix_s42,70,768903,0.010413087280629413
nso_r30_mix_s42,71,768854,0.010412423684211204
nso_r30_mix_s42,72,769134,0.010416215663743832
nso_r30_mix_s42,73,773290,0.010472499474235267
nso_r30_mix_s42,74,771747,0.010451602958453677
nso_r30_mix_s42,75,771377,0.010446592128356991
nso_r30_mix_s42,76,768853,0.010412410141427159
nso_r30_mix_s42,77,769017,0.010414631158010555
nso_r30_mix_s42,78,770048,0.010428593768361053
nso_r30_mix_s42,79,766913,0.010386137140379665
nso_r30_mix_s42,80,769252,0.010417813712261153
nso_r30_mix_s42,81,767939,0.010400032036809937
nso_r30_mix_s42,82,769041,0.010414956184827637
nso_r30_mix_s42,83,771145,0.010443450202458527
nso_r30_mix_s42,84,771123,0.010443152261209536
nso_r30_mix_s42,85,768527,0.010407995193828457
nso_r30_mix_s42,86,769823,0.010425546641950905
nso_r30_mix_s42,87,768923,0.010413358136310315
nso_r30_mix_s42,88,768355,0.010405665834972698
nso_r30_mix_s42,89,767304,0.010391432368941298
nso_r30_mix_s42,90,767404,0.010392786647345808
nso_r30_mix_s42,91,766743,0.010383834867091997
nso_r30_mix_s42,92,764100,0.010348041288860799
nso_r30_mix_s42,93,766196,0.010376426964219329
nso_r30_mix_s42,94,761206,0.010308848471834279
nso_r30_mix_s42,95,758839,0.010276792701999528
