scenario,missing_rate,metric,best_method,best_value,second_best_method,second_best_value,worst_method,worst_value,notes
nso_mix,0.3,RMSE,forward_fill,220.11933097390948,function_curve_fit,258.0487401388489,road_topology_neighbor_fill,789.4700926615225,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
nso_mix,0.3,SMAPE,forward_fill,0.0572593908117709,mean_fill,0.0712696380944928,road_topology_neighbor_fill,0.2006641992493371,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.05,MAE,mean_fill,129.2021253290808,function_curve_fit,135.52758211002927,road_topology_neighbor_fill,523.4508674387947,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.05,NRMSE,mean_fill,0.023940396159691,function_curve_fit,0.0246307173800922,road_topology_neighbor_fill,0.0816984047023335,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.05,RMSE,mean_fill,250.59862176522364,function_curve_fit,257.8246319470896,road_topology_neighbor_fill,855.1866678502969,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.05,SMAPE,mean_fill,0.0697596129064356,function_curve_fit,0.0756537450395552,road_topology_neighbor_fill,0.207489261705985,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.1,MAE,mean_fill,129.8670978585645,function_curve_fit,135.71906498047284,road_topology_neighbor_fill,515.7834595535355,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.1,NRMSE,mean_fill,0.0240700369807438,function_curve_fit,0.0246474305454769,road_topology_neighbor_fill,0.0801582849644061,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.1,RMSE,mean_fill,251.9876657623055,function_curve_fit,258.0323617766764,road_topology_neighbor_fill,839.1719188404072,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.1,SMAPE,mean_fill,0.0699353490455836,function_curve_fit,0.0755679440213078,road_topology_neighbor_fill,0.2056754057758339,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.2,MAE,mean_fill,132.7239510619491,function_curve_fit,137.64460397316466,road_topology_neighbor_fill,503.6381653646443,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.2,NRMSE,mean_fill,0.0247155433485057,function_curve_fit,0.0250749705902712,road_topology_neighbor_fill,0.0775636878911626,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.2,RMSE,mean_fill,258.74543032150154,function_curve_fit,262.50825094933595,road_topology_neighbor_fill,812.0092493105105,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.2,SMAPE,mean_fill,0.0707315435794279,function_curve_fit,0.0759563277771993,road_topology_neighbor_fill,0.2025252357936629,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.3,MAE,mean_fill,134.7249812957435,function_curve_fit,138.14688008289872,road_topology_neighbor_fill,494.21134627291855,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.3,NRMSE,mean_fill,0.0251190737287541,function_curve_fit,0.0251239384813072,road_topology_neighbor_fill,0.0753988634005984,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.3,RMSE,mean_fill,262.9699638635287,function_curve_fit,263.020892644458,road_topology_neighbor_fill,789.3458412484975,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
ntb_mix,0.3,SMAPE,mean_fill,0.0715450724172489,function_curve_fit,0.0761389325713791,road_topology_neighbor_fill,0.2004491944373881,Masked-position imputation error only; current best means the lowest value under this metric without statistical testing.
