scenario,missing_rate,length_group,metric,best_method,best_value,mean_fill_rank,forward_fill_rank,historical_linear_extrapolation_rank,function_curve_fit_rank,road_topology_neighbor_fill_rank,topology_function_hybrid_rank,notes
nso_mix,0.2,short,MAE,forward_fill,95.52858487588334,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.2,short,RMSE,forward_fill,200.4262305728083,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.2,short,SMAPE,forward_fill,0.0530573171055557,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,long,MAE,mean_fill,137.21263661278283,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,long,RMSE,mean_fill,265.753611894639,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,long,SMAPE,mean_fill,0.0739301130717905,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,mid,MAE,mean_fill,133.29917578019115,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,mid,RMSE,mean_fill,260.00115269921304,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,mid,SMAPE,mean_fill,0.0709773823840754,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,short,MAE,forward_fill,101.44731751146026,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,short,RMSE,forward_fill,213.33248268858196,3,1,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
nso_mix,0.3,short,SMAPE,forward_fill,0.0560033784364116,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,long,MAE,mean_fill,129.1988780593655,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,long,RMSE,mean_fill,250.68055925803557,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,long,SMAPE,mean_fill,0.0696936012490179,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,mid,MAE,mean_fill,129.21761481128368,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,mid,RMSE,mean_fill,250.58280488968515,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,mid,SMAPE,mean_fill,0.0697597120708819,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,short,MAE,forward_fill,120.58139187874288,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,short,RMSE,mean_fill,250.3660544596604,1,2,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.05,short,SMAPE,forward_fill,0.065734854677206,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,long,MAE,mean_fill,129.6746876123073,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,long,RMSE,mean_fill,251.368768060133,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,long,SMAPE,mean_fill,0.0698729340367519,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,mid,MAE,mean_fill,130.1485579539074,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,mid,RMSE,mean_fill,252.80958124941515,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,mid,SMAPE,mean_fill,0.0699988270000817,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,short,MAE,forward_fill,120.40180089120707,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,short,RMSE,forward_fill,250.1295170239259,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.1,short,SMAPE,forward_fill,0.0651878823694585,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,long,MAE,mean_fill,133.95251794384285,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,long,RMSE,mean_fill,262.32024392035567,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,long,SMAPE,mean_fill,0.0708465192675265,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,mid,MAE,mean_fill,132.58537904759274,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,mid,RMSE,mean_fill,258.1379005644915,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,mid,SMAPE,mean_fill,0.0707518952477108,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,short,MAE,forward_fill,119.72046493067135,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,short,RMSE,forward_fill,249.30114828426989,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.2,short,SMAPE,forward_fill,0.0650754470852574,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,long,MAE,mean_fill,135.68802463948265,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,long,RMSE,mean_fill,265.44779928096085,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,long,SMAPE,mean_fill,0.0715306150462042,1,4,3,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,mid,MAE,mean_fill,134.57642962570844,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,mid,RMSE,function_curve_fit,262.3448555514628,2,3,4,1,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,mid,SMAPE,mean_fill,0.0715645977881937,1,3,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,short,MAE,forward_fill,120.1843443655386,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,short,RMSE,forward_fill,250.2517383251023,3,1,4,2,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
ntb_mix,0.3,short,SMAPE,forward_fill,0.0654297630919183,2,1,4,3,6,5,Masked-position imputation error only; current best means the lowest value under this metric.
