seed,method,client_id,mse,rmse,mae,mape,delay_rounds
2025,FedAvg,2,98.1728744506836,9.908222567680017,7.997567176818848,8.562827110290527,0
2025,FedAvg,3,29.492090225219727,5.430662042994364,4.173541069030762,5.935944989323616,0
2025,FedAvg,4,424.8498840332031,20.611886959548443,18.339733123779297,651.816987991333,0
2025,Proposed,0,9.754100799560547,3.1231555836302083,2.5760369300842285,3.4025926142930984,0
2025,Proposed,1,21.01951789855957,4.584704777688479,3.579955577850342,5.612340569496155,0
2025,Proposed,2,97.71705627441406,9.885193790432945,7.928874969482422,8.465007692575455,0
2025,Proposed,3,29.32146453857422,5.414929781499869,4.137980937957764,5.8719635009765625,0
2025,Proposed,4,418.7883605957031,20.464319206748684,18.18134307861328,629.5534133911133,0
2025,FedAvg,0,12.771000862121582,3.573653713235459,3.0103375911712646,3.991057351231575,1
2025,FedAvg,1,23.463830947875977,4.84394786799734,3.875066041946411,6.172275543212891,1
2025,FedAvg,2,100.04405975341797,10.002202745066606,8.181386947631836,8.838196098804474,1
2025,FedAvg,3,31.561735153198242,5.617983192676731,4.438327312469482,6.361998617649078,1
2025,FedAvg,4,442.15789794921875,21.02755092608787,18.81492042541504,707.6907157897949,1
2025,Proposed,0,11.260527610778809,3.35567096282976,2.800781488418579,3.70914489030838,1
2025,Proposed,1,22.306339263916016,4.722958740441845,3.752084493637085,5.947258695960045,1
2025,Proposed,2,98.88746643066406,9.94421773849829,8.082945823669434,8.70230495929718,1
2025,Proposed,3,30.924989700317383,5.56102415929992,4.343315601348877,6.212176755070686,1
2025,Proposed,4,428.10003662109375,20.690578450615966,18.4243106842041,673.0865955352783,1
2025,FedAvg,0,13.576933860778809,3.6846891131788593,3.112710952758789,4.125117510557175,2
2025,FedAvg,1,23.790027618408203,4.877502190507781,3.9054441452026367,6.222998350858688,2
2025,FedAvg,2,101.30008697509766,10.064794432828604,8.246108055114746,8.915507048368454,2
2025,FedAvg,3,33.34066390991211,5.774137503550821,4.497244358062744,6.4376100897789,2
2025,FedAvg,4,456.27044677734375,21.36048798078695,19.14530372619629,723.3396530151367,2
2025,Proposed,0,12.38631820678711,3.519420152068677,2.9560511112213135,3.914700448513031,2
2025,Proposed,1,22.880516052246094,4.783358240007337,3.814934253692627,6.057394295930862,2
2025,Proposed,2,100.42033386230469,10.020994654339692,8.172266960144043,8.813827484846115,2
2025,Proposed,3,32.74166488647461,5.722033282538176,4.434150695800781,6.334405392408371,2
2025,Proposed,4,445.35467529296875,21.103428046006382,18.839200973510742,698.053503036499,2
