mechanism,missing_rate_target,event_id,node_subset_ratio,selected_node_count,start_global_time_index,end_global_time_index,actual_length,length_group,length_mode,seed,node_list_file,chunk_index,day_index,file_name
node_subset_temporal_outage,0.05,32,0.005,210,98,98,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_001\event_000032_nodes.csv,1,1,node_flow_chunk_001.parquet
node_subset_temporal_outage,0.05,33,0.01,420,246,265,20,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000033_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,34,0.02,841,205,227,23,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000034_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,35,0.005,210,285,286,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000035_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,36,0.01,420,270,273,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000036_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,37,0.01,420,251,274,24,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000037_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,38,0.01,420,234,236,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000038_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,39,0.01,420,192,196,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000039_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,40,0.01,420,281,282,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000040_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,41,0.01,420,238,244,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000041_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,42,0.005,210,267,277,11,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000042_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,43,0.01,420,199,199,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000043_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,44,0.005,210,234,234,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000044_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,45,0.005,210,205,215,11,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000045_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,46,0.005,210,208,214,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000046_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,47,0.02,841,203,203,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000047_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,48,0.005,210,267,268,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000048_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,49,0.02,841,229,232,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002\event_000049_nodes.csv,2,2,node_flow_chunk_002.parquet
node_subset_temporal_outage,0.05,50,0.01,420,294,304,11,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000050_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,51,0.005,210,311,313,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000051_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,52,0.01,420,347,348,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000052_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,53,0.005,210,308,319,12,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000053_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,54,0.01,420,354,375,22,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000054_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,55,0.02,841,380,382,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000055_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,56,0.02,841,327,339,13,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000056_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,57,0.005,210,341,345,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000057_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,58,0.005,210,365,366,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000058_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,59,0.02,841,321,323,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000059_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,60,0.01,420,306,306,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000060_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,61,0.01,420,288,290,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003\event_000061_nodes.csv,3,3,node_flow_chunk_003.parquet
node_subset_temporal_outage,0.05,62,0.01,420,418,418,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000062_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,63,0.005,210,412,412,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000063_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,64,0.01,420,431,450,20,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000064_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,65,0.02,841,415,416,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000065_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,66,0.01,420,455,467,13,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000066_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,67,0.005,210,397,408,12,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000067_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,68,0.005,210,392,401,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000068_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,69,0.02,841,473,474,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000069_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,70,0.02,841,452,453,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000070_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,71,0.005,210,426,433,8,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000071_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,72,0.005,210,387,408,22,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000072_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,73,0.01,420,437,449,13,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000073_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,74,0.01,420,410,410,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000074_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,75,0.02,841,476,479,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000075_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,76,0.005,210,463,469,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000076_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,77,0.02,841,384,385,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000077_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,78,0.005,210,470,471,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000078_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,79,0.005,210,465,468,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000079_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,80,0.01,420,470,470,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000080_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,81,0.005,210,389,391,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000081_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,82,0.01,420,423,426,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004\event_000082_nodes.csv,4,4,node_flow_chunk_004.parquet
node_subset_temporal_outage,0.05,83,0.005,210,531,543,13,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000083_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,84,0.01,420,504,527,24,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000084_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,85,0.01,420,486,488,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000085_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,86,0.01,420,563,568,6,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000086_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,87,0.005,210,547,552,6,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000087_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,88,0.005,210,547,558,12,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000088_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,89,0.02,841,491,493,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000089_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,90,0.02,841,572,573,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000090_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,91,0.005,210,547,551,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000091_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,92,0.005,210,502,502,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000092_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,93,0.01,420,529,540,12,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000093_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,94,0.01,420,510,521,12,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000094_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,95,0.005,210,545,545,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000095_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,96,0.005,210,482,483,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000096_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,97,0.02,841,497,497,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000097_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,98,0.005,210,558,563,6,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000098_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,99,0.005,210,524,535,12,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000099_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,100,0.005,210,516,525,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000100_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,101,0.02,841,499,499,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000101_nodes.csv,5,5,node_flow_chunk_005.parquet
