file_path,file_name,category,exists,size_bytes,last_modified,detected_topic,mentions_mcar_point,mentions_node_temporal_block,mentions_causal_history,mentions_full_intersection,mentions_fedavg_prediction,contains_final_results,notes
paper_revision/04_SIMULATION_EXPERIMENT_OPTIMIZATION_SCOPE.md,04_SIMULATION_EXPERIMENT_OPTIMIZATION_SCOPE.md,paper_or_doc,True,8279,2026-06-06T18:20:06,实验设计,False,False,False,False,True,False,
paper_revision/broken_outputs/simulation_experiment_evidence_table_zh.md,simulation_experiment_evidence_table_zh.md,paper_or_doc,True,6500,2026-06-06T21:32:41,未找到明确证据，需要人工确认,False,False,False,False,True,False,风险关键词: FedAvg RMSE
paper_revision/broken_outputs/simulation_experiment_section_zh.md,simulation_experiment_section_zh.md,paper_or_doc,True,7462,2026-06-06T21:32:41,未找到明确证据，需要人工确认,False,False,False,False,True,False,风险关键词: FedAvg RMSE
paper_revision/formula_notes/formula_data_preprocessing.md,formula_data_preprocessing.md,paper_or_doc,True,2240,2026-06-06T18:37:23,未找到明确证据，需要人工确认,False,False,False,False,False,False,
paper_revision/formula_notes/formula_notation_glossary.md,formula_notation_glossary.md,paper_or_doc,True,6357,2026-06-06T18:37:23,实验结果,False,False,False,False,False,False,
paper_revision/formula_notes_broken_backup/formula_data_preprocessing.md,formula_data_preprocessing.md,paper_or_doc,True,2003,2026-06-06T18:29:41,未找到明确证据，需要人工确认,False,False,False,False,False,False,
paper_revision/manuscript_sections_zh/README.md,README.md,paper_or_doc,True,1203,2026-06-10T22:01:37,实验设计,False,False,False,False,False,False,
paper_revision/manuscript_sections_zh/current/real_data_missingness_experiment_design_zh.md,real_data_missingness_experiment_design_zh.md,paper_or_doc,True,5530,2026-06-11T21:29:51,实验设计,True,True,True,True,True,False,风险关键词: 双向插值
paper_revision/manuscript_sections_zh/current/real_data_missingness_experiment_results_zh.md,real_data_missingness_experiment_results_zh.md,paper_or_doc,True,3968,2026-06-11T21:29:52,实验结果,False,False,True,True,True,True,"风险关键词: 预测结果, 双向插值"
paper_revision/manuscript_sections_zh/current/real_data_prediction_pipeline_next_steps_zh.md,real_data_prediction_pipeline_next_steps_zh.md,paper_or_doc,True,942,2026-06-10T22:01:37,未找到明确证据，需要人工确认,False,False,False,False,True,False,"风险关键词: 天然缺失, 预测鲁棒性"
paper_revision/manuscript_sections_zh/current/real_data_preprocessing_audit_zh.md,real_data_preprocessing_audit_zh.md,paper_or_doc,True,13290,2026-06-10T22:01:37,实验结果,False,False,False,False,False,False,
paper_revision/manuscript_sections_zh/current/real_data_preprocessing_experiment_results_zh.md,real_data_preprocessing_experiment_results_zh.md,paper_or_doc,True,11353,2026-06-10T22:01:37,实验结果,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/current/real_data_preprocessing_scan_list.txt,real_data_preprocessing_scan_list.txt,paper_or_doc,True,35551,2026-06-10T15:29:18,未找到明确证据，需要人工确认,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/current/simulation_experiment_formal_module_zh_v4.md,simulation_experiment_formal_module_zh_v4.md,paper_or_doc,True,27745,2026-06-10T01:10:13,实验设计,False,False,False,False,True,False,风险关键词: 预测结果
paper_revision/manuscript_sections_zh/formula_data_preprocessing.md,formula_data_preprocessing.md,paper_or_doc,True,2240,2026-06-06T18:37:23,未找到明确证据，需要人工确认,False,False,False,False,False,False,
paper_revision/manuscript_sections_zh/formula_notation_glossary.md,formula_notation_glossary.md,paper_or_doc,True,6357,2026-06-06T18:37:23,实验结果,False,False,False,False,False,False,
paper_revision/manuscript_sections_zh/history/real_data_preprocessing_audit_zh_v1.md,real_data_preprocessing_audit_zh_v1.md,paper_or_doc,True,13278,2026-06-10T14:29:12,实验结果,False,False,False,False,False,False,
paper_revision/manuscript_sections_zh/history/real_data_preprocessing_experiment_results_zh_v1.md,real_data_preprocessing_experiment_results_zh_v1.md,paper_or_doc,True,9277,2026-06-10T14:29:49,实验设计,False,False,False,False,False,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_asset_audit_v4_1.md,simulation_experiment_asset_audit_v4_1.md,paper_or_doc,True,71131,2026-06-08T00:29:10,实验结果,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_consistency_audit_zh.md,simulation_experiment_consistency_audit_zh.md,paper_or_doc,True,11557,2026-06-06T22:57:13,实验设计,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_consistency_audit_zh_v3.md,simulation_experiment_consistency_audit_zh_v3.md,paper_or_doc,True,11761,2026-06-07T00:37:14,实验结果,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_effect_report_reference.md,simulation_experiment_effect_report_reference.md,paper_or_doc,True,29068,2026-06-05T19:20:21,实验设计,False,False,False,False,True,False,风险关键词: 显著优于
paper_revision/manuscript_sections_zh/history/simulation_experiment_evidence_table_zh.md,simulation_experiment_evidence_table_zh.md,paper_or_doc,True,3891,2026-06-06T21:40:19,实验结果,False,False,False,False,True,False,风险关键词: FedAvg RMSE
paper_revision/manuscript_sections_zh/history/simulation_experiment_formal_checklist_zh.md,simulation_experiment_formal_checklist_zh.md,paper_or_doc,True,2538,2026-06-06T22:39:30,实验设计,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_formal_module_zh.md,simulation_experiment_formal_module_zh.md,paper_or_doc,True,23548,2026-06-06T22:43:00,实验设计,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_formal_module_zh_v3.md,simulation_experiment_formal_module_zh_v3.md,paper_or_doc,True,23419,2026-06-07T00:35:04,实验设计,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_formal_module_zh_v3_reference.md,simulation_experiment_formal_module_zh_v3_reference.md,paper_or_doc,True,23419,2026-06-07T00:35:04,实验设计,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_formal_module_zh_v4_before_formal_cleanup.md,simulation_experiment_formal_module_zh_v4_before_formal_cleanup.md,paper_or_doc,True,30844,2026-06-08T00:30:09,实验设计,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_module_v4_zh.md,simulation_experiment_module_v4_zh.md,paper_or_doc,True,19214,2026-06-07T23:55:40,实验设计,False,False,False,False,True,False,"风险关键词: FedAvg RMSE, Independent RMSE"
paper_revision/manuscript_sections_zh/history/simulation_experiment_multi_seed_review_zh.md,simulation_experiment_multi_seed_review_zh.md,paper_or_doc,True,9513,2026-06-07T21:12:34,未找到明确证据，需要人工确认,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_report_reference.md,simulation_experiment_report_reference.md,paper_or_doc,True,26118,2026-06-06T19:53:05,实验结果,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/history/simulation_experiment_section_zh.md,simulation_experiment_section_zh.md,paper_or_doc,True,17977,2026-06-06T21:42:39,实验设计,False,False,False,False,True,False,风险关键词: FedAvg RMSE
paper_revision/manuscript_sections_zh/real_data_missingness_experiment_design_zh.md,real_data_missingness_experiment_design_zh.md,paper_or_doc,True,5530,2026-06-11T21:29:52,实验设计,True,True,True,True,True,False,风险关键词: 双向插值
paper_revision/manuscript_sections_zh/real_data_missingness_experiment_results_zh.md,real_data_missingness_experiment_results_zh.md,paper_or_doc,True,3968,2026-06-11T21:29:54,实验结果,False,False,True,True,True,True,"风险关键词: 预测结果, 双向插值"
paper_revision/manuscript_sections_zh/real_data_prediction_pipeline_next_steps_zh.md,real_data_prediction_pipeline_next_steps_zh.md,paper_or_doc,True,942,2026-06-10T22:01:37,未找到明确证据，需要人工确认,False,False,False,False,True,False,"风险关键词: 天然缺失, 预测鲁棒性"
paper_revision/manuscript_sections_zh/real_data_preprocessing_audit_zh.md,real_data_preprocessing_audit_zh.md,paper_or_doc,True,10573,2026-06-10T15:36:09,实验结果,False,False,False,False,False,False,
paper_revision/manuscript_sections_zh/real_data_preprocessing_experiment_results_zh.md,real_data_preprocessing_experiment_results_zh.md,paper_or_doc,True,11345,2026-06-10T15:37:44,实验结果,False,False,False,False,True,False,
paper_revision/manuscript_sections_zh/simulation_experiment_formal_module_zh_v4.md,simulation_experiment_formal_module_zh_v4.md,paper_or_doc,True,27745,2026-06-09T18:42:54,实验设计,False,False,False,False,True,False,风险关键词: 预测结果
paper_revision/project_context/project_background_summary.md,project_background_summary.md,paper_or_doc,True,3258,2026-06-06T10:25:20,实验设计,False,False,False,False,True,False,
paper_revision/project_context/project_file_index.md,project_file_index.md,paper_or_doc,True,6196,2026-06-06T10:24:54,实验结果,False,False,False,False,True,False,
paper_revision/project_context/real_data_client_organization.md,real_data_client_organization.md,paper_or_doc,True,3134,2026-06-06T10:28:17,未找到明确证据，需要人工确认,False,False,False,False,False,False,
paper_revision/reviewer_materials/一审修改/一审修改导师会议.md,一审修改导师会议.md,paper_or_doc,True,5387,2026-05-11T14:04:45,实验设计,False,False,False,False,True,False,
paper_revision/reviewer_materials/公式（11.10）.md,公式（11.10）.md,paper_or_doc,True,9903,2026-05-27T15:53:49,未找到明确证据，需要人工确认,False,False,False,False,False,False,
paper_revision/reviewer_materials/真实实验数据预处理/拟合-聚类.md,拟合-聚类.md,paper_or_doc,True,15269,2026-05-24T02:09:43,实验设计,False,False,False,False,False,False,
paper_revision/reviewer_materials/真实实验数据预处理/车速-流量转换2.md,车速-流量转换2.md,paper_or_doc,True,8823,2026-05-21T14:52:45,实验结果,False,False,False,False,False,False,
paper_revision/reviewer_materials/真实实验数据预处理/道路-路口节点车流量计算.md,道路-路口节点车流量计算.md,paper_or_doc,True,13800,2026-05-21T15:58:02,实验结果,False,False,False,False,False,False,
results/code_execution_status_report_zh.md,code_execution_status_report_zh.md,result_or_project_note,True,7233,2026-06-10T22:19:26,实验结果,True,False,False,False,False,True,
results/real_data_missingness_experiments/real_data_missingness_experiment_audit.json,real_data_missingness_experiment_audit.json,result_or_project_note,True,6490,2026-06-10T22:18:08,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments/real_data_missingness_experiment_audit.md,real_data_missingness_experiment_audit.md,result_or_project_note,True,2951,2026-06-10T22:18:08,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments/run_commands.txt,run_commands.txt,result_or_project_note,True,521,2026-06-10T21:43:17,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments/run_config.json,run_config.json,result_or_project_note,True,901,2026-06-10T21:43:17,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments/summaries/imputation_quality_mean_std_table.csv,imputation_quality_mean_std_table.csv,result_or_project_note,True,1893,2026-06-10T21:43:17,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments/summaries/imputation_quality_mean_std_table_zh.md,imputation_quality_mean_std_table_zh.md,result_or_project_note,True,1805,2026-06-10T22:02:40,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments/summaries/imputation_quality_summary.csv,imputation_quality_summary.csv,result_or_project_note,True,170549,2026-06-10T22:18:07,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments/summaries/missingness_actual_rate_table.csv,missingness_actual_rate_table.csv,result_or_project_note,True,218,2026-06-10T21:43:17,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments/summaries/missingness_design_summary.csv,missingness_design_summary.csv,result_or_project_note,True,40551,2026-06-10T22:18:07,实验设计,True,False,False,False,False,False,
results/real_data_missingness_experiments/summaries/missingness_mask_summary.csv,missingness_mask_summary.csv,result_or_project_note,True,43531,2026-06-10T22:18:07,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments_sample/real_data_missingness_experiment_audit.json,real_data_missingness_experiment_audit.json,result_or_project_note,True,6259,2026-06-10T23:47:04,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments_sample/real_data_missingness_experiment_audit.md,real_data_missingness_experiment_audit.md,result_or_project_note,True,3170,2026-06-10T23:47:04,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments_sample/summaries/imputation_quality_summary.csv,imputation_quality_summary.csv,result_or_project_note,True,4212,2026-06-10T23:47:04,实验结果,True,False,False,False,False,False,
results/real_data_missingness_experiments_sample/summaries/missingness_design_summary.csv,missingness_design_summary.csv,result_or_project_note,True,582,2026-06-10T23:47:04,实验设计,True,False,False,False,False,False,
results/real_data_missingness_experiments_sample/summaries/missingness_mask_summary.csv,missingness_mask_summary.csv,result_or_project_note,True,694,2026-06-10T23:47:04,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/full_intersection_missingness_audit.json,full_intersection_missingness_audit.json,result_or_project_note,True,4321,2026-06-13T23:01:12,实验结果,True,False,True,True,False,False,风险关键词: bfill
results/real_data_missingness_full_intersection_causal_history/historical_test/full_intersection_missingness_audit.md,full_intersection_missingness_audit.md,result_or_project_note,True,1329,2026-06-13T23:01:12,实验结果,False,False,True,False,False,True,风险关键词: bfill
results/real_data_missingness_full_intersection_causal_history/historical_test/full_intersection_missingness_validation.json,full_intersection_missingness_validation.json,result_or_project_note,True,588,2026-06-13T23:01:29,实验结果,False,False,True,False,False,False,风险关键词: bfill
results/real_data_missingness_full_intersection_causal_history/historical_test/full_intersection_missingness_validation.md,full_intersection_missingness_validation.md,result_or_project_note,True,381,2026-06-13T23:01:29,实验结果,False,False,True,False,False,False,风险关键词: bfill
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/chunk_index_summary.csv,chunk_index_summary.csv,result_or_project_note,True,1155,2026-06-13T20:25:34,实验结果,False,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,result_or_project_note,True,822,2026-06-13T20:30:19,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,result_or_project_note,True,823,2026-06-13T20:39:17,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,result_or_project_note,True,823,2026-06-13T20:50:21,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,result_or_project_note,True,822,2026-06-13T21:04:23,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,result_or_project_note,True,822,2026-06-13T21:20:35,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,result_or_project_note,True,824,2026-06-13T21:53:34,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,result_or_project_note,True,828,2026-06-13T22:11:24,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,result_or_project_note,True,828,2026-06-13T22:35:14,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,result_or_project_note,True,844,2026-06-13T20:34:29,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,result_or_project_note,True,850,2026-06-13T20:44:39,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,result_or_project_note,True,847,2026-06-13T20:56:47,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,result_or_project_note,True,849,2026-06-13T21:11:51,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,result_or_project_note,True,851,2026-06-13T21:43:50,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,result_or_project_note,True,846,2026-06-13T21:59:35,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,result_or_project_note,True,847,2026-06-13T22:19:00,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,result_or_project_note,True,851,2026-06-13T22:44:41,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,result_or_project_note,True,838,2026-06-13T20:36:54,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,result_or_project_note,True,831,2026-06-13T20:47:26,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,result_or_project_note,True,833,2026-06-13T21:00:39,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,result_or_project_note,True,836,2026-06-13T21:16:16,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,result_or_project_note,True,833,2026-06-13T21:51:05,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,result_or_project_note,True,835,2026-06-13T22:08:27,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,result_or_project_note,True,835,2026-06-13T22:31:23,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,result_or_project_note,True,837,2026-06-13T22:56:56,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,result_or_project_note,True,844,2026-06-13T20:33:15,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,result_or_project_note,True,845,2026-06-13T20:42:54,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,result_or_project_note,True,846,2026-06-13T20:54:43,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,result_or_project_note,True,843,2026-06-13T21:09:12,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,result_or_project_note,True,844,2026-06-13T21:46:53,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,result_or_project_note,True,841,2026-06-13T22:03:28,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,result_or_project_note,True,842,2026-06-13T22:24:31,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,result_or_project_note,True,845,2026-06-13T22:49:45,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,result_or_project_note,True,897,2026-06-13T20:31:49,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,result_or_project_note,True,898,2026-06-13T20:40:57,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,result_or_project_note,True,898,2026-06-13T20:52:26,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,result_or_project_note,True,899,2026-06-13T21:06:35,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,result_or_project_note,True,895,2026-06-13T21:23:13,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,result_or_project_note,True,898,2026-06-13T21:56:24,实验结果,True,False,False,False,False,False,
