client_id,source_node,target_node,correlation
2,4,5,0.23276818198826754
2,4,6,0.2594694726875144
2,4,7,0.2979482243794684
2,5,0,0.16873699601289768
2,5,1,0.20084778020846883
2,5,2,0.2002814852915768
2,5,3,0.16361895888306666
2,5,4,0.23276818198826751
2,5,5,1.0
2,5,6,0.21046722297271808
2,5,7,0.29872401996464076
2,6,0,0.15792082948711428
2,6,1,0.20938422029194573
2,6,2,0.14906319859135347
2,6,3,0.18586279340937809
2,6,4,0.2594694726875144
2,6,5,0.21046722297271808
2,6,6,1.0
2,6,7,0.23501885355378163
2,7,0,0.2540969763922256
2,7,1,0.21152347063639312
2,7,2,0.18080106462696896
2,7,3,0.13165008134401093
2,7,4,0.2979482243794684
2,7,5,0.29872401996464076
2,7,6,0.23501885355378166
2,7,7,1.0
3,0,0,1.0
3,0,1,0.7955977665447609
3,0,2,0.8053631766567714
3,0,3,0.8113080447954374
3,0,4,0.8166795398751274
3,0,5,0.8236720781170911
3,0,6,0.8299764736455819
3,0,7,0.8179519355919738
3,1,0,0.7955977665447609
3,1,1,1.0
3,1,2,0.819524407833017
3,1,3,0.8019994472493351
3,1,4,0.8084246867048884
3,1,5,0.8124355700542462
3,1,6,0.832046959919927
3,1,7,0.8460179792839377
3,2,0,0.8053631766567714
3,2,1,0.8195244078330169
3,2,2,0.9999999999999998
3,2,3,0.8296910578449589
3,2,4,0.8141826428899068
3,2,5,0.8362200770857598
3,2,6,0.8640081574969486
3,2,7,0.8430469807438836
3,3,0,0.8113080447954374
3,3,1,0.8019994472493351
3,3,2,0.829691057844959
3,3,3,0.9999999999999998
3,3,4,0.8269352968639423
3,3,5,0.8293423526854059
3,3,6,0.850515284524029
3,3,7,0.8528328489071373
3,4,0,0.8166795398751273
3,4,1,0.8084246867048885
3,4,2,0.8141826428899067
3,4,3,0.8269352968639423
3,4,4,0.9999999999999999
3,4,5,0.8463692731202935
3,4,6,0.8670873486651243
3,4,7,0.8584235847444494
3,5,0,0.8236720781170911
3,5,1,0.812435570054246
3,5,2,0.8362200770857598
3,5,3,0.8293423526854059
3,5,4,0.8463692731202934
3,5,5,1.0
3,5,6,0.8645200590736687
3,5,7,0.8594742463181998
3,6,0,0.8299764736455818
3,6,1,0.8320469599199269
3,6,2,0.8640081574969487
3,6,3,0.850515284524029
3,6,4,0.8670873486651243
3,6,5,0.8645200590736688
3,6,6,0.9999999999999999
3,6,7,0.8775438415325497
3,7,0,0.8179519355919737
3,7,1,0.8460179792839376
3,7,2,0.8430469807438836
3,7,3,0.8528328489071374
3,7,4,0.8584235847444494
3,7,5,0.8594742463181997
3,7,6,0.8775438415325497
3,7,7,1.0
4,0,0,0.9999999999999998
4,0,1,0.9662027936678005
4,0,2,0.9657449820106249
4,0,3,0.9682523140398848
4,0,4,0.9677860303321413
4,0,5,0.9659397882538937
4,0,6,0.9728705750223136
4,0,7,0.9666834414432114
4,1,0,0.9662027936678006
4,1,1,1.0
4,1,2,0.9792115381546328
4,1,3,0.9782189502224515
4,1,4,0.9808986896909753
4,1,5,0.9798834304291529
4,1,6,0.9835401567881503
4,1,7,0.9776606012069841
4,2,0,0.9657449820106248
4,2,1,0.9792115381546328
4,2,2,1.0
4,2,3,0.9816211456815567
4,2,4,0.9800730782617577
4,2,5,0.9830626067779247
4,2,6,0.9839115728055939
4,2,7,0.9816986569046716
4,3,0,0.9682523140398848
4,3,1,0.9782189502224514
4,3,2,0.9816211456815566
4,3,3,1.0
4,3,4,0.9815481152137535
4,3,5,0.980141933002797
4,3,6,0.9837133406480311
4,3,7,0.9815130710329582
4,4,0,0.9677860303321413
4,4,1,0.9808986896909753
4,4,2,0.9800730782617576
4,4,3,0.9815481152137536
4,4,4,1.0
4,4,5,0.9788934191626804
4,4,6,0.981704247802977
4,4,7,0.9816608089604718
4,5,0,0.9659397882538937
4,5,1,0.9798834304291529
4,5,2,0.9830626067779247
4,5,3,0.980141933002797
4,5,4,0.9788934191626804
4,5,5,1.0
4,5,6,0.9848238765593442
4,5,7,0.9802035316852418
4,6,0,0.9728705750223134
4,6,1,0.9835401567881503
4,6,2,0.983911572805594
4,6,3,0.9837133406480311
4,6,4,0.9817042478029769
4,6,5,0.9848238765593441
4,6,6,1.0
4,6,7,0.9837034299988971
4,7,0,0.9666834414432114
4,7,1,0.9776606012069842
4,7,2,0.9816986569046717
4,7,3,0.9815130710329583
4,7,4,0.9816608089604718
4,7,5,0.9802035316852418
4,7,6,0.9837034299988971
4,7,7,1.0
