node_id,expected_count,observed_unique_count,missing_count,missing_ratio,duplicate_count,invalid_flow_count,is_node_passed
1520266311,5856,5856,0,0.0,0,0,true
1520266322,5856,5856,0,0.0,0,0,true
1520266334,5856,5856,0,0.0,0,0,true
1520266339,5856,5856,0,0.0,0,0,true
1520266344,5856,5856,0,0.0,0,0,true
1520266345,5856,5856,0,0.0,0,0,true
1520266352,5856,5856,0,0.0,0,0,true
1520266362,5856,5856,0,0.0,0,0,true
1520266370,5856,5856,0,0.0,0,0,true
1520266384,5856,5856,0,0.0,0,0,true
1520266392,5856,5856,0,0.0,0,0,true
1520266419,5856,5856,0,0.0,0,0,true
1520266421,5856,5856,0,0.0,0,0,true
1520266422,5856,5856,0,0.0,0,0,true
1520266425,5856,5856,0,0.0,0,0,true
1520266431,5856,5856,0,0.0,0,0,true
1520266433,5856,5856,0,0.0,0,0,true
1520266458,5856,5856,0,0.0,0,0,true
1520266472,5856,5856,0,0.0,0,0,true
1520266493,5856,5856,0,0.0,0,0,true
1520267116,5856,5856,0,0.0,0,0,true
1520267136,5856,5856,0,0.0,0,0,true
1520267145,5856,5856,0,0.0,0,0,true
1520267174,5856,5856,0,0.0,0,0,true
1520267187,5856,5856,0,0.0,0,0,true
1520267190,5856,5856,0,0.0,0,0,true
1520267193,5856,5856,0,0.0,0,0,true
1520267213,5856,5856,0,0.0,0,0,true
1520267235,5856,5856,0,0.0,0,0,true
1520267249,5856,5856,0,0.0,0,0,true
1520267251,5856,5856,0,0.0,0,0,true
1520267254,5856,5856,0,0.0,0,0,true
1520267259,5856,5856,0,0.0,0,0,true
1520267262,5856,5856,0,0.0,0,0,true
1520267290,5856,5856,0,0.0,0,0,true
1520267299,5856,5856,0,0.0,0,0,true
1520267307,5856,5856,0,0.0,0,0,true
1520267320,5856,5856,0,0.0,0,0,true
1520268161,5856,5856,0,0.0,0,0,true
1520268163,5856,5856,0,0.0,0,0,true
1520268186,5856,5856,0,0.0,0,0,true
1520269384,5856,5856,0,0.0,0,0,true
1520269434,5856,5856,0,0.0,0,0,true
1520269486,5856,5856,0,0.0,0,0,true
1520269637,5856,5856,0,0.0,0,0,true
1520269671,5856,5856,0,0.0,0,0,true
1520269684,5856,5856,0,0.0,0,0,true
1520269698,5856,5856,0,0.0,0,0,true
1520269738,5856,5856,0,0.0,0,0,true
1520270740,5856,5856,0,0.0,0,0,true
1520270750,5856,5856,0,0.0,0,0,true
1520271133,5856,5856,0,0.0,0,0,true
1520271140,5856,5856,0,0.0,0,0,true
1520271142,5856,5856,0,0.0,0,0,true
1520271148,5856,5856,0,0.0,0,0,true
1520271150,5856,5856,0,0.0,0,0,true
1520271168,5856,5856,0,0.0,0,0,true
1520271191,5856,5856,0,0.0,0,0,true
1520271192,5856,5856,0,0.0,0,0,true
1520271196,5856,5856,0,0.0,0,0,true
1520271205,5856,5856,0,0.0,0,0,true
1520271209,5856,5856,0,0.0,0,0,true
1520271212,5856,5856,0,0.0,0,0,true
1520271217,5856,5856,0,0.0,0,0,true
1520271218,5856,5856,0,0.0,0,0,true
1520271223,5856,5856,0,0.0,0,0,true
1520271224,5856,5856,0,0.0,0,0,true
1520271250,5856,5856,0,0.0,0,0,true
1520271269,5856,5856,0,0.0,0,0,true
1520271272,5856,5856,0,0.0,0,0,true
1520271273,5856,5856,0,0.0,0,0,true
1520271274,5856,5856,0,0.0,0,0,true
1520271275,5856,5856,0,0.0,0,0,true
1520271278,5856,5856,0,0.0,0,0,true
1520271284,5856,5856,0,0.0,0,0,true
1520271286,5856,5856,0,0.0,0,0,true
1520271303,5856,5856,0,0.0,0,0,true
1520271304,5856,5856,0,0.0,0,0,true
1520271311,5856,5856,0,0.0,0,0,true
1520271318,5856,5856,0,0.0,0,0,true
1520271319,5856,5856,0,0.0,0,0,true
1520271320,5856,5856,0,0.0,0,0,true
1520271321,5856,5856,0,0.0,0,0,true
1520271324,5856,5856,0,0.0,0,0,true
1520271329,5856,5856,0,0.0,0,0,true
1520271338,5856,5856,0,0.0,0,0,true
1520271343,5856,5856,0,0.0,0,0,true
1520271344,5856,5856,0,0.0,0,0,true
1520271346,5856,5856,0,0.0,0,0,true
1520271347,5856,5856,0,0.0,0,0,true
1520271348,5856,5856,0,0.0,0,0,true
1520271355,5856,5856,0,0.0,0,0,true
1520271358,5856,5856,0,0.0,0,0,true
1520271359,5856,5856,0,0.0,0,0,true
1520271382,5856,5856,0,0.0,0,0,true
1520271383,5856,5856,0,0.0,0,0,true
1520271384,5856,5856,0,0.0,0,0,true
1520271385,5856,5856,0,0.0,0,0,true
1520271386,5856,5856,0,0.0,0,0,true
1520271391,5856,5856,0,0.0,0,0,true
1520271392,5856,5856,0,0.0,0,0,true
1520271394,5856,5856,0,0.0,0,0,true
1520271405,5856,5856,0,0.0,0,0,true
1520271408,5856,5856,0,0.0,0,0,true
1520271414,5856,5856,0,0.0,0,0,true
1520271415,5856,5856,0,0.0,0,0,true
1520271420,5856,5856,0,0.0,0,0,true
1520271431,5856,5856,0,0.0,0,0,true
1520271435,5856,5856,0,0.0,0,0,true
1520271436,5856,5856,0,0.0,0,0,true
1520271437,5856,5856,0,0.0,0,0,true
1520271444,5856,5856,0,0.0,0,0,true
1520271446,5856,5856,0,0.0,0,0,true
1520271448,5856,5856,0,0.0,0,0,true
1520271452,5856,5856,0,0.0,0,0,true
1520271456,5856,5856,0,0.0,0,0,true
1520271488,5856,5856,0,0.0,0,0,true
1520271491,5856,5856,0,0.0,0,0,true
1520271493,5856,5856,0,0.0,0,0,true
1520271495,5856,5856,0,0.0,0,0,true
1520271497,5856,5856,0,0.0,0,0,true
1520271500,5856,5856,0,0.0,0,0,true
1520271507,5856,5856,0,0.0,0,0,true
1520271508,5856,5856,0,0.0,0,0,true
1520271516,5856,5856,0,0.0,0,0,true
1520271529,5856,5856,0,0.0,0,0,true
1520271530,5856,5856,0,0.0,0,0,true
1520271531,5856,5856,0,0.0,0,0,true
1520271537,5856,5856,0,0.0,0,0,true
1520271546,5856,5856,0,0.0,0,0,true
1520271547,5856,5856,0,0.0,0,0,true
1520271554,5856,5856,0,0.0,0,0,true
1520271556,5856,5856,0,0.0,0,0,true
1520271561,5856,5856,0,0.0,0,0,true
1520271564,5856,5856,0,0.0,0,0,true
1520271568,5856,5856,0,0.0,0,0,true
1520271700,5856,5856,0,0.0,0,0,true
1520271716,5856,5856,0,0.0,0,0,true
1520271743,5856,5856,0,0.0,0,0,true
1520271767,5856,5856,0,0.0,0,0,true
1520271769,5856,5856,0,0.0,0,0,true
1520271774,5856,5856,0,0.0,0,0,true
1520271779,5856,5856,0,0.0,0,0,true
1520271826,5856,5856,0,0.0,0,0,true
1520271827,5856,5856,0,0.0,0,0,true
1520271828,5856,5856,0,0.0,0,0,true
1520271833,5856,5856,0,0.0,0,0,true
1520271834,5856,5856,0,0.0,0,0,true
1520271835,5856,5856,0,0.0,0,0,true
1520271838,5856,5856,0,0.0,0,0,true
1520271839,5856,5856,0,0.0,0,0,true
1520271840,5856,5856,0,0.0,0,0,true
1520271841,5856,5856,0,0.0,0,0,true
1520271843,5856,5856,0,0.0,0,0,true
1520271844,5856,5856,0,0.0,0,0,true
1520271848,5856,5856,0,0.0,0,0,true
1520271849,5856,5856,0,0.0,0,0,true
1520271851,5856,5856,0,0.0,0,0,true
1520271854,5856,5856,0,0.0,0,0,true
1520271860,5856,5856,0,0.0,0,0,true
1520271870,5856,5856,0,0.0,0,0,true
1520271882,5856,5856,0,0.0,0,0,true
1520271884,5856,5856,0,0.0,0,0,true
1520271885,5856,5856,0,0.0,0,0,true
1520271912,5856,5856,0,0.0,0,0,true
1520271916,5856,5856,0,0.0,0,0,true
1520271917,5856,5856,0,0.0,0,0,true
1520271920,5856,5856,0,0.0,0,0,true
1520271923,5856,5856,0,0.0,0,0,true
1520271924,5856,5856,0,0.0,0,0,true
1520271939,5856,5856,0,0.0,0,0,true
1520271941,5856,5856,0,0.0,0,0,true
1520271944,5856,5856,0,0.0,0,0,true
1520271948,5856,5856,0,0.0,0,0,true
1520271949,5856,5856,0,0.0,0,0,true
1520271952,5856,5856,0,0.0,0,0,true
1520271953,5856,5856,0,0.0,0,0,true
1520271958,5856,5856,0,0.0,0,0,true
1520271960,5856,5856,0,0.0,0,0,true
1520271961,5856,5856,0,0.0,0,0,true
1520271975,5856,5856,0,0.0,0,0,true
1520272001,5856,5856,0,0.0,0,0,true
1520272012,5856,5856,0,0.0,0,0,true
1520272013,5856,5856,0,0.0,0,0,true
1520272017,5856,5856,0,0.0,0,0,true
1520272023,5856,5856,0,0.0,0,0,true
1520272024,5856,5856,0,0.0,0,0,true
1520272025,5856,5856,0,0.0,0,0,true
1520272026,5856,5856,0,0.0,0,0,true
1520272027,5856,5856,0,0.0,0,0,true
1520272028,5856,5856,0,0.0,0,0,true
1520272029,5856,5856,0,0.0,0,0,true
1520272031,5856,5856,0,0.0,0,0,true
1520272032,5856,5856,0,0.0,0,0,true
1520272034,5856,5856,0,0.0,0,0,true
1520272040,5856,5856,0,0.0,0,0,true
1520272049,5856,5856,0,0.0,0,0,true
1520272051,5856,5856,0,0.0,0,0,true
1520272061,5856,5856,0,0.0,0,0,true
1520272064,5856,5856,0,0.0,0,0,true
1520272072,5856,5856,0,0.0,0,0,true
1520272075,5856,5856,0,0.0,0,0,true
1520272100,5856,5856,0,0.0,0,0,true
1520272112,5856,5856,0,0.0,0,0,true
1520272113,5856,5856,0,0.0,0,0,true
1520272119,5856,5856,0,0.0,0,0,true
1520272122,5856,5856,0,0.0,0,0,true
1520272126,5856,5856,0,0.0,0,0,true
1520272129,5856,5856,0,0.0,0,0,true
1520272130,5856,5856,0,0.0,0,0,true
1520272136,5856,5856,0,0.0,0,0,true
1520272138,5856,5856,0,0.0,0,0,true
1520272140,5856,5856,0,0.0,0,0,true
1520272142,5856,5856,0,0.0,0,0,true
1520272143,5856,5856,0,0.0,0,0,true
1520272151,5856,5856,0,0.0,0,0,true
1520272152,5856,5856,0,0.0,0,0,true
1520272154,5856,5856,0,0.0,0,0,true
1520272161,5856,5856,0,0.0,0,0,true
1520272163,5856,5856,0,0.0,0,0,true
1520272173,5856,5856,0,0.0,0,0,true
1520272174,5856,5856,0,0.0,0,0,true
1520272175,5856,5856,0,0.0,0,0,true
1520272180,5856,5856,0,0.0,0,0,true
1520272209,5856,5856,0,0.0,0,0,true
1520274170,5856,5856,0,0.0,0,0,true
1520274180,5856,5856,0,0.0,0,0,true
1520274206,5856,5856,0,0.0,0,0,true
1520274216,5856,5856,0,0.0,0,0,true
1520274225,5856,5856,0,0.0,0,0,true
1520274251,5856,5856,0,0.0,0,0,true
1520274273,5856,5856,0,0.0,0,0,true
1520274279,5856,5856,0,0.0,0,0,true
1520274282,5856,5856,0,0.0,0,0,true
1520274308,5856,5856,0,0.0,0,0,true
1520274310,5856,5856,0,0.0,0,0,true
1520274318,5856,5856,0,0.0,0,0,true
1520274322,5856,5856,0,0.0,0,0,true
1520274323,5856,5856,0,0.0,0,0,true
1520274324,5856,5856,0,0.0,0,0,true
1520274340,5856,5856,0,0.0,0,0,true
1520274343,5856,5856,0,0.0,0,0,true
1520274345,5856,5856,0,0.0,0,0,true
1520274366,5856,5856,0,0.0,0,0,true
1520274387,5856,5856,0,0.0,0,0,true
1520274397,5856,5856,0,0.0,0,0,true
1520274432,5856,5856,0,0.0,0,0,true
1520274439,5856,5856,0,0.0,0,0,true
1520274446,5856,5856,0,0.0,0,0,true
1520274448,5856,5856,0,0.0,0,0,true
1520274464,5856,5856,0,0.0,0,0,true
1520274796,5856,5856,0,0.0,0,0,true
1520274834,5856,5856,0,0.0,0,0,true
1520274856,5856,5856,0,0.0,0,0,true
1520274861,5856,5856,0,0.0,0,0,true
1520274892,5856,5856,0,0.0,0,0,true
1520274908,5856,5856,0,0.0,0,0,true
1520275256,5856,5856,0,0.0,0,0,true
1520275536,5856,5856,0,0.0,0,0,true
1520275548,5856,5856,0,0.0,0,0,true
1520275557,5856,5856,0,0.0,0,0,true
1520275573,5856,5856,0,0.0,0,0,true
1520275588,5856,5856,0,0.0,0,0,true
1520275591,5856,5856,0,0.0,0,0,true
1520275592,5856,5856,0,0.0,0,0,true
1520275594,5856,5856,0,0.0,0,0,true
1520275600,5856,5856,0,0.0,0,0,true
1520275617,5856,5856,0,0.0,0,0,true
1520275636,5856,5856,0,0.0,0,0,true
1520275643,5856,5856,0,0.0,0,0,true
1520275644,5856,5856,0,0.0,0,0,true
1520275647,5856,5856,0,0.0,0,0,true
1520275653,5856,5856,0,0.0,0,0,true
1520275680,5856,5856,0,0.0,0,0,true
1520275692,5856,5856,0,0.0,0,0,true
1520275719,5856,5856,0,0.0,0,0,true
1520275725,5856,5856,0,0.0,0,0,true
1520275730,5856,5856,0,0.0,0,0,true
1520275797,5856,5856,0,0.0,0,0,true
1520275831,5856,5856,0,0.0,0,0,true
1520275843,5856,5856,0,0.0,0,0,true
1520275851,5856,5856,0,0.0,0,0,true
1520275853,5856,5856,0,0.0,0,0,true
1520275870,5856,5856,0,0.0,0,0,true
1520275914,5856,5856,0,0.0,0,0,true
1520276290,5856,5856,0,0.0,0,0,true
1520276301,5856,5856,0,0.0,0,0,true
1520276354,5856,5856,0,0.0,0,0,true
1520276387,5856,5856,0,0.0,0,0,true
1520276404,5856,5856,0,0.0,0,0,true
1520277020,5856,5856,0,0.0,0,0,true
1520277028,5856,5856,0,0.0,0,0,true
1520277066,5856,5856,0,0.0,0,0,true
1520277093,5856,5856,0,0.0,0,0,true
1520277145,5856,5856,0,0.0,0,0,true
1520277153,5856,5856,0,0.0,0,0,true
1520277180,5856,5856,0,0.0,0,0,true
1520277203,5856,5856,0,0.0,0,0,true
1520277205,5856,5856,0,0.0,0,0,true
1520277232,5856,5856,0,0.0,0,0,true
1520277242,5856,5856,0,0.0,0,0,true
1520277273,5856,5856,0,0.0,0,0,true
1520277297,5856,5856,0,0.0,0,0,true
1520277310,5856,5856,0,0.0,0,0,true
1520277719,5856,5856,0,0.0,0,0,true
1520277757,5856,5856,0,0.0,0,0,true
1520277759,5856,5856,0,0.0,0,0,true
1520277763,5856,5856,0,0.0,0,0,true
1520277764,5856,5856,0,0.0,0,0,true
1520277769,5856,5856,0,0.0,0,0,true
1520277794,5856,5856,0,0.0,0,0,true
1520277805,5856,5856,0,0.0,0,0,true
1520278398,5856,5856,0,0.0,0,0,true
1520278404,5856,5856,0,0.0,0,0,true
1520278409,5856,5856,0,0.0,0,0,true
1520278441,5856,5856,0,0.0,0,0,true
1520278462,5856,5856,0,0.0,0,0,true
1520278467,5856,5856,0,0.0,0,0,true
1520278487,5856,5856,0,0.0,0,0,true
1520278490,5856,5856,0,0.0,0,0,true
1520278491,5856,5856,0,0.0,0,0,true
1520278514,5856,5856,0,0.0,0,0,true
1520278526,5856,5856,0,0.0,0,0,true
1520278537,5856,5856,0,0.0,0,0,true
1520278541,5856,5856,0,0.0,0,0,true
1520278542,5856,5856,0,0.0,0,0,true
1520278578,5856,5856,0,0.0,0,0,true
1520278590,5856,5856,0,0.0,0,0,true
1520278605,5856,5856,0,0.0,0,0,true
1520278608,5856,5856,0,0.0,0,0,true
1520278615,5856,5856,0,0.0,0,0,true
1520278646,5856,5856,0,0.0,0,0,true
1520278657,5856,5856,0,0.0,0,0,true
1520278668,5856,5856,0,0.0,0,0,true
1520278669,5856,5856,0,0.0,0,0,true
1520279058,5856,5856,0,0.0,0,0,true
1520279112,5856,5856,0,0.0,0,0,true
1520279114,5856,5856,0,0.0,0,0,true
1520279115,5856,5856,0,0.0,0,0,true
1520285117,5856,5856,0,0.0,0,0,true
1520285153,5856,5856,0,0.0,0,0,true
1520285157,5856,5856,0,0.0,0,0,true
1520285163,5856,5856,0,0.0,0,0,true
1520285184,5856,5856,0,0.0,0,0,true
1520285186,5856,5856,0,0.0,0,0,true
1520285189,5856,5856,0,0.0,0,0,true
1520285190,5856,5856,0,0.0,0,0,true
1520285192,5856,5856,0,0.0,0,0,true
1520285209,5856,5856,0,0.0,0,0,true
1520285211,5856,5856,0,0.0,0,0,true
1520285214,5856,5856,0,0.0,0,0,true
1520285244,5856,5856,0,0.0,0,0,true
1520285253,5856,5856,0,0.0,0,0,true
1520285261,5856,5856,0,0.0,0,0,true
1520285263,5856,5856,0,0.0,0,0,true
1520285265,5856,5856,0,0.0,0,0,true
1520285267,5856,5856,0,0.0,0,0,true
1520285268,5856,5856,0,0.0,0,0,true
1520285269,5856,5856,0,0.0,0,0,true
1520285271,5856,5856,0,0.0,0,0,true
1520285275,5856,5856,0,0.0,0,0,true
1520285277,5856,5856,0,0.0,0,0,true
1520285278,5856,5856,0,0.0,0,0,true
1520285280,5856,5856,0,0.0,0,0,true
1520285283,5856,5856,0,0.0,0,0,true
1520285287,5856,5856,0,0.0,0,0,true
1520285288,5856,5856,0,0.0,0,0,true
1520285292,5856,5856,0,0.0,0,0,true
1520285293,5856,5856,0,0.0,0,0,true
1520285294,5856,5856,0,0.0,0,0,true
1520285296,5856,5856,0,0.0,0,0,true
1520285297,5856,5856,0,0.0,0,0,true
1520285301,5856,5856,0,0.0,0,0,true
1520285312,5856,5856,0,0.0,0,0,true
1520285372,5856,5856,0,0.0,0,0,true
1520285496,5856,5856,0,0.0,0,0,true
1520285511,5856,5856,0,0.0,0,0,true
1520285515,5856,5856,0,0.0,0,0,true
1520285517,5856,5856,0,0.0,0,0,true
1520285584,5856,5856,0,0.0,0,0,true
1520285604,5856,5856,0,0.0,0,0,true
1520285607,5856,5856,0,0.0,0,0,true
1520285657,5856,5856,0,0.0,0,0,true
1520285667,5856,5856,0,0.0,0,0,true
1520285676,5856,5856,0,0.0,0,0,true
1520285685,5856,5856,0,0.0,0,0,true
1520285696,5856,5856,0,0.0,0,0,true
1520285698,5856,5856,0,0.0,0,0,true
1520285720,5856,5856,0,0.0,0,0,true
1520285742,5856,5856,0,0.0,0,0,true
1520285761,5856,5856,0,0.0,0,0,true
1520285769,5856,5856,0,0.0,0,0,true
1520285771,5856,5856,0,0.0,0,0,true
1520285776,5856,5856,0,0.0,0,0,true
1520285788,5856,5856,0,0.0,0,0,true
1520285789,5856,5856,0,0.0,0,0,true
1520285798,5856,5856,0,0.0,0,0,true
1520285800,5856,5856,0,0.0,0,0,true
1520285802,5856,5856,0,0.0,0,0,true
1520285803,5856,5856,0,0.0,0,0,true
1520285804,5856,5856,0,0.0,0,0,true
1520285806,5856,5856,0,0.0,0,0,true
1520285809,5856,5856,0,0.0,0,0,true
1520285810,5856,5856,0,0.0,0,0,true
1520285813,5856,5856,0,0.0,0,0,true
1520285817,5856,5856,0,0.0,0,0,true
1520285820,5856,5856,0,0.0,0,0,true
1520285821,5856,5856,0,0.0,0,0,true
1520285822,5856,5856,0,0.0,0,0,true
1520285826,5856,5856,0,0.0,0,0,true
1520285827,5856,5856,0,0.0,0,0,true
1520285831,5856,5856,0,0.0,0,0,true
1520285833,5856,5856,0,0.0,0,0,true
1520285835,5856,5856,0,0.0,0,0,true
1520285840,5856,5856,0,0.0,0,0,true
1520285841,5856,5856,0,0.0,0,0,true
1520285843,5856,5856,0,0.0,0,0,true
1520285847,5856,5856,0,0.0,0,0,true
1520285848,5856,5856,0,0.0,0,0,true
1520285851,5856,5856,0,0.0,0,0,true
1520285852,5856,5856,0,0.0,0,0,true
1520285857,5856,5856,0,0.0,0,0,true
1520285863,5856,5856,0,0.0,0,0,true
1520285866,5856,5856,0,0.0,0,0,true
1520285868,5856,5856,0,0.0,0,0,true
1520285869,5856,5856,0,0.0,0,0,true
1520285870,5856,5856,0,0.0,0,0,true
1520285871,5856,5856,0,0.0,0,0,true
1520285897,5856,5856,0,0.0,0,0,true
1520285901,5856,5856,0,0.0,0,0,true
1520285902,5856,5856,0,0.0,0,0,true
1520285907,5856,5856,0,0.0,0,0,true
1520285908,5856,5856,0,0.0,0,0,true
1520285909,5856,5856,0,0.0,0,0,true
1520285910,5856,5856,0,0.0,0,0,true
1520285914,5856,5856,0,0.0,0,0,true
1520285915,5856,5856,0,0.0,0,0,true
1520285916,5856,5856,0,0.0,0,0,true
1520285929,5856,5856,0,0.0,0,0,true
1520285930,5856,5856,0,0.0,0,0,true
1520285932,5856,5856,0,0.0,0,0,true
1520285943,5856,5856,0,0.0,0,0,true
1520285947,5856,5856,0,0.0,0,0,true
1520285948,5856,5856,0,0.0,0,0,true
1520285950,5856,5856,0,0.0,0,0,true
1520285951,5856,5856,0,0.0,0,0,true
1520285952,5856,5856,0,0.0,0,0,true
1520285953,5856,5856,0,0.0,0,0,true
1520285964,5856,5856,0,0.0,0,0,true
1520285966,5856,5856,0,0.0,0,0,true
1520285967,5856,5856,0,0.0,0,0,true
1520285968,5856,5856,0,0.0,0,0,true
1520285972,5856,5856,0,0.0,0,0,true
1520285992,5856,5856,0,0.0,0,0,true
1520286018,5856,5856,0,0.0,0,0,true
1520286023,5856,5856,0,0.0,0,0,true
1520286031,5856,5856,0,0.0,0,0,true
1520286033,5856,5856,0,0.0,0,0,true
1520286052,5856,5856,0,0.0,0,0,true
1520286053,5856,5856,0,0.0,0,0,true
1520286060,5856,5856,0,0.0,0,0,true
1520286062,5856,5856,0,0.0,0,0,true
1520286064,5856,5856,0,0.0,0,0,true
1520286065,5856,5856,0,0.0,0,0,true
1520286081,5856,5856,0,0.0,0,0,true
1520286088,5856,5856,0,0.0,0,0,true
1520286090,5856,5856,0,0.0,0,0,true
1520286091,5856,5856,0,0.0,0,0,true
1520286096,5856,5856,0,0.0,0,0,true
1520286098,5856,5856,0,0.0,0,0,true
1520286101,5856,5856,0,0.0,0,0,true
1520286105,5856,5856,0,0.0,0,0,true
1520286106,5856,5856,0,0.0,0,0,true
1520286108,5856,5856,0,0.0,0,0,true
1520286111,5856,5856,0,0.0,0,0,true
1520286119,5856,5856,0,0.0,0,0,true
1520286122,5856,5856,0,0.0,0,0,true
1520286123,5856,5856,0,0.0,0,0,true
1520286258,5856,5856,0,0.0,0,0,true
1520286272,5856,5856,0,0.0,0,0,true
1520286487,5856,5856,0,0.0,0,0,true
1520286488,5856,5856,0,0.0,0,0,true
1520286489,5856,5856,0,0.0,0,0,true
1520286493,5856,5856,0,0.0,0,0,true
1520286501,5856,5856,0,0.0,0,0,true
1520286682,5856,5856,0,0.0,0,0,true
1520286683,5856,5856,0,0.0,0,0,true
1520286687,5856,5856,0,0.0,0,0,true
1520286695,5856,5856,0,0.0,0,0,true
1520286699,5856,5856,0,0.0,0,0,true
1520286707,5856,5856,0,0.0,0,0,true
1520286709,5856,5856,0,0.0,0,0,true
1520286714,5856,5856,0,0.0,0,0,true
1520286716,5856,5856,0,0.0,0,0,true
1520286734,5856,5856,0,0.0,0,0,true
1520286750,5856,5856,0,0.0,0,0,true
1520286757,5856,5856,0,0.0,0,0,true
1520286762,5856,5856,0,0.0,0,0,true
1520286765,5856,5856,0,0.0,0,0,true
1520286766,5856,5856,0,0.0,0,0,true
1520286767,5856,5856,0,0.0,0,0,true
1520286775,5856,5856,0,0.0,0,0,true
1520286793,5856,5856,0,0.0,0,0,true
1520286794,5856,5856,0,0.0,0,0,true
1520286806,5856,5856,0,0.0,0,0,true
1520286807,5856,5856,0,0.0,0,0,true
1520286811,5856,5856,0,0.0,0,0,true
1520286832,5856,5856,0,0.0,0,0,true
1520286834,5856,5856,0,0.0,0,0,true
1520286835,5856,5856,0,0.0,0,0,true
1520286837,5856,5856,0,0.0,0,0,true
1520286839,5856,5856,0,0.0,0,0,true
1520286845,5856,5856,0,0.0,0,0,true
1520286848,5856,5856,0,0.0,0,0,true
1520286851,5856,5856,0,0.0,0,0,true
1520286854,5856,5856,0,0.0,0,0,true
1520286856,5856,5856,0,0.0,0,0,true
1520286861,5856,5856,0,0.0,0,0,true
1520286863,5856,5856,0,0.0,0,0,true
1520286871,5856,5856,0,0.0,0,0,true
1520286874,5856,5856,0,0.0,0,0,true
1520286877,5856,5856,0,0.0,0,0,true
1520286878,5856,5856,0,0.0,0,0,true
1520286880,5856,5856,0,0.0,0,0,true
1520286881,5856,5856,0,0.0,0,0,true
1520286890,5856,5856,0,0.0,0,0,true
1520286910,5856,5856,0,0.0,0,0,true
1520286913,5856,5856,0,0.0,0,0,true
1520286918,5856,5856,0,0.0,0,0,true
1520286988,5856,5856,0,0.0,0,0,true
1520287018,5856,5856,0,0.0,0,0,true
1520287110,5856,5856,0,0.0,0,0,true
1520287140,5856,5856,0,0.0,0,0,true
1520287180,5856,5856,0,0.0,0,0,true
1520287195,5856,5856,0,0.0,0,0,true
1520287199,5856,5856,0,0.0,0,0,true
1520287221,5856,5856,0,0.0,0,0,true
1520287243,5856,5856,0,0.0,0,0,true
1520287244,5856,5856,0,0.0,0,0,true
1520287256,5856,5856,0,0.0,0,0,true
1520287279,5856,5856,0,0.0,0,0,true
1520287307,5856,5856,0,0.0,0,0,true
1520287310,5856,5856,0,0.0,0,0,true
1520287325,5856,5856,0,0.0,0,0,true
1520287327,5856,5856,0,0.0,0,0,true
1520287328,5856,5856,0,0.0,0,0,true
1520287329,5856,5856,0,0.0,0,0,true
1520287345,5856,5856,0,0.0,0,0,true
1520287352,5856,5856,0,0.0,0,0,true
1520287356,5856,5856,0,0.0,0,0,true
1520287357,5856,5856,0,0.0,0,0,true
1520287358,5856,5856,0,0.0,0,0,true
1520287391,5856,5856,0,0.0,0,0,true
