node_id,in_observed,in_topology,status
1520286493,true,true,both
1520286501,true,true,both
1520286682,true,true,both
1520286683,true,true,both
1520286687,true,true,both
1520286695,true,true,both
1520286699,true,true,both
1520286707,true,true,both
1520286709,true,true,both
1520286714,true,true,both
1520286716,true,true,both
1520286734,true,true,both
1520286750,true,true,both
1520286757,true,true,both
1520286762,true,true,both
1520286765,true,true,both
1520286766,true,true,both
1520286767,true,true,both
1520286775,true,true,both
1520286793,true,true,both
1520286794,true,true,both
1520286806,true,true,both
1520286807,true,true,both
1520286811,true,true,both
1520286832,true,true,both
1520286834,true,true,both
1520286835,true,true,both
1520286837,true,true,both
1520286839,true,true,both
1520286845,true,true,both
1520286848,true,true,both
1520286851,true,true,both
1520286854,true,true,both
1520286856,true,true,both
1520286861,true,true,both
1520286863,true,true,both
1520286871,true,true,both
1520286874,true,true,both
1520286877,true,true,both
1520286878,true,true,both
1520286880,true,true,both
1520286881,true,true,both
1520286890,true,true,both
1520286910,true,true,both
1520286913,true,true,both
1520286918,true,true,both
1520286988,true,true,both
1520287018,true,true,both
1520287110,true,true,both
1520287140,true,true,both
1520287180,true,true,both
1520287195,true,true,both
1520287199,true,true,both
1520287221,true,true,both
1520287243,true,true,both
1520287244,true,true,both
1520287256,true,true,both
1520287279,true,true,both
1520287307,true,true,both
1520287310,true,true,both
1520287325,true,true,both
1520287327,true,true,both
1520287328,true,true,both
1520287329,true,true,both
1520287345,true,true,both
1520287352,true,true,both
1520287356,true,true,both
1520287357,true,true,both
1520287358,true,true,both
1520287391,true,true,both
1520287392,true,true,both
1520287398,true,true,both
1520287399,true,true,both
1520287400,true,true,both
1520287401,true,true,both
1520287411,true,true,both
1520287417,true,true,both
1520287419,true,true,both
1520287420,true,true,both
1520287421,true,true,both
1520287422,true,true,both
1520287423,true,true,both
1520287425,true,true,both
1520287428,true,true,both
1520287429,true,true,both
1520287432,true,true,both
1520287433,true,true,both
1520287434,true,true,both
1520287435,true,true,both
1520287437,true,true,both
1520287438,true,true,both
1520287441,true,true,both
1520287442,true,true,both
1520287444,true,true,both
1520287445,true,true,both
1520287446,true,true,both
1520287449,true,true,both
1520287450,true,true,both
1520287454,true,true,both
1520287457,true,true,both
1520287459,true,true,both
1520287461,true,true,both
1520287462,true,true,both
1520287464,true,true,both
1520287466,true,true,both
1520287473,true,true,both
1520287475,true,true,both
1520287479,true,true,both
1520287483,true,true,both
1520287485,true,true,both
1520287488,true,true,both
1520287489,true,true,both
1520287492,true,true,both
1520287498,true,true,both
1520287500,true,true,both
1520287501,true,true,both
1520287503,true,true,both
1520287504,true,true,both
1520287508,true,true,both
1520287513,true,true,both
1520287518,true,true,both
1520287526,true,true,both
1520287531,true,true,both
1520287533,true,true,both
1520287535,true,true,both
1520287540,true,true,both
1520287541,true,true,both
1520287543,true,true,both
1520287551,true,true,both
1520287553,true,true,both
1520287555,true,true,both
1520287558,true,true,both
1520287574,true,true,both
1520287575,true,true,both
1520287576,true,true,both
1520287577,true,true,both
1520287578,true,true,both
1520287581,true,true,both
1520287585,true,true,both
1520287595,true,true,both
1520287602,true,true,both
1520287604,true,true,both
1520287606,true,true,both
1520287607,true,true,both
1520287613,true,true,both
1520287633,true,true,both
1520287644,true,true,both
1520287648,true,true,both
1520287651,true,true,both
1520287666,true,true,both
1520287668,true,true,both
1520287680,true,true,both
1520287685,true,true,both
1520287686,true,true,both
1520287687,true,true,both
1520287688,true,true,both
1520287699,true,true,both
1520287700,true,true,both
1520287714,true,true,both
1520287715,true,true,both
1520287719,true,true,both
1520287720,true,true,both
1520287724,true,true,both
1520287729,true,true,both
1520287730,true,true,both
1520287735,true,true,both
1520287740,true,true,both
1520287741,true,true,both
1520287875,true,true,both
1520287881,true,true,both
1520287883,true,true,both
1520288102,true,true,both
1520288106,true,true,both
1520288109,true,true,both
1520288117,true,true,both
1520288280,true,true,both
1520288282,true,true,both
1520288283,true,true,both
1520288286,true,true,both
1520288306,true,true,both
1520288318,true,true,both
1520288322,true,true,both
1520288328,true,true,both
1520288334,true,true,both
1520288339,true,true,both
1520288342,true,true,both
1520288351,true,true,both
1520288355,true,true,both
1520288361,true,true,both
1520288367,true,true,both
1520288372,true,true,both
1520288382,true,true,both
1520288388,true,true,both
1520288391,true,true,both
1520288407,true,true,both
1520288408,true,true,both
1520288409,true,true,both
1520288412,true,true,both
1520288416,true,true,both
1520288417,true,true,both
1520288422,true,true,both
1520288424,true,true,both
1520288442,true,true,both
1520288444,true,true,both
1520288447,true,true,both
1520288450,true,true,both
1520288451,true,true,both
1520288453,true,true,both
1520288454,true,true,both
1520288457,true,true,both
1520288461,true,true,both
1520288466,true,true,both
1520288468,true,true,both
1520288474,true,true,both
1520288475,true,true,both
1520288488,true,true,both
1520288489,true,true,both
1520288491,true,true,both
1520288495,true,true,both
1520288499,true,true,both
1520288506,true,true,both
1520288534,true,true,both
1520288535,true,true,both
1520288605,true,true,both
1520288732,true,true,both
1520288758,true,true,both
1520288831,true,true,both
1520288832,true,true,both
1520288862,true,true,both
1520288868,true,true,both
1520288918,true,true,both
1520288924,true,true,both
1520288939,true,true,both
1520288942,true,true,both
1520288946,true,true,both
1520288953,true,true,both
1520288959,true,true,both
1520288961,true,true,both
1520288963,true,true,both
1520288965,true,true,both
1520288971,true,true,both
1520288972,true,true,both
1520288986,true,true,both
1520288987,true,true,both
1520288991,true,true,both
1520288993,true,true,both
1520288999,true,true,both
1520289010,true,true,both
1520289012,true,true,both
1520289014,true,true,both
1520289016,true,true,both
1520289021,true,true,both
1520289026,true,true,both
1520289027,true,true,both
1520289029,true,true,both
1520289031,true,true,both
1520289033,true,true,both
1520289034,true,true,both
1520289035,true,true,both
1520289036,true,true,both
1520289037,true,true,both
1520289038,true,true,both
1520289040,true,true,both
1520289042,true,true,both
1520289043,true,true,both
1520289045,true,true,both
1520289050,true,true,both
1520289052,true,true,both
1520289072,true,true,both
1520289073,true,true,both
1520289079,true,true,both
1520289080,true,true,both
1520289093,true,true,both
1520289095,true,true,both
1520289101,true,true,both
1520289102,true,true,both
1520289103,true,true,both
1520289104,true,true,both
1520289106,true,true,both
1520289109,true,true,both
1520289113,true,true,both
1520289114,true,true,both
1520289115,true,true,both
1520289116,true,true,both
1520289122,true,true,both
1520289131,true,true,both
1520289147,true,true,both
1520289148,true,true,both
1520289160,true,true,both
1520289162,true,true,both
1520289163,true,true,both
1520289164,true,true,both
1520289165,true,true,both
1520289166,true,true,both
1520289167,true,true,both
1520289168,true,true,both
1520289170,true,true,both
1520289184,true,true,both
1520289185,true,true,both
1520289187,true,true,both
1520289188,true,true,both
1520289190,true,true,both
1520289191,true,true,both
1520289192,true,true,both
1520289197,true,true,both
1520289200,true,true,both
1520289210,true,true,both
1520289224,true,true,both
1520289225,true,true,both
1520289242,true,true,both
1520289244,true,true,both
1520289253,true,true,both
1520289257,true,true,both
1520289262,true,true,both
1520289285,true,true,both
1520289288,true,true,both
1520289297,true,true,both
1520289300,true,true,both
1520289308,true,true,both
1520289314,true,true,both
1520289316,true,true,both
1520289685,true,true,both
1520289686,true,true,both
1520289688,true,true,both
1520289690,true,true,both
1520289891,true,true,both
1520289893,true,true,both
1520289894,true,true,both
1520289903,true,true,both
1520289905,true,true,both
1520289906,true,true,both
1520289913,true,true,both
1520289925,true,true,both
1520289927,true,true,both
1520289929,true,true,both
1520289960,true,true,both
1520289966,true,true,both
1520289968,true,true,both
1520289969,true,true,both
1520289997,true,true,both
1520289998,true,true,both
1520290005,true,true,both
1520290023,true,true,both
1520290026,true,true,both
1520290027,true,true,both
1520290033,true,true,both
1520290036,true,true,both
1520290037,true,true,both
1520290038,true,true,both
1520290039,true,true,both
1520290043,true,true,both
1520290044,true,true,both
1520290045,true,true,both
1520290054,true,true,both
1520290056,true,true,both
1520290057,true,true,both
1520290058,true,true,both
1520290066,true,true,both
1520290068,true,true,both
1520290083,true,true,both
1520290086,true,true,both
1520290096,true,true,both
1520290126,true,true,both
1520290164,true,true,both
1520290199,true,true,both
1520290203,true,true,both
1520290306,true,true,both
1520290335,true,true,both
1520290349,true,true,both
1520290377,true,true,both
1520290387,true,true,both
1520290390,true,true,both
1520290440,true,true,both
1520290448,true,true,both
1520290467,true,true,both
1520290472,true,true,both
1520290485,true,true,both
1520290499,true,true,both
1520290512,true,true,both
1520290516,true,true,both
1520290528,true,true,both
1520290535,true,true,both
1520290545,true,true,both
1520290553,true,true,both
1520290559,true,true,both
1520290561,true,true,both
1520290563,true,true,both
1520290576,true,true,both
1520290577,true,true,both
1520290590,true,true,both
1520290593,true,true,both
1520290604,true,true,both
1520290612,true,true,both
1520290613,true,true,both
1520290624,true,true,both
1520290625,true,true,both
1520290626,true,true,both
1520290629,true,true,both
1520290632,true,true,both
1520290635,true,true,both
1520290637,true,true,both
1520290640,true,true,both
1520290650,true,true,both
1520290651,true,true,both
1520290654,true,true,both
1520290655,true,true,both
1520290656,true,true,both
1520290664,true,true,both
1520290667,true,true,both
1520290670,true,true,both
1520290671,true,true,both
1520290673,true,true,both
1520290678,true,true,both
1520290679,true,true,both
1520290690,true,true,both
1520290694,true,true,both
1520290702,true,true,both
1520290704,true,true,both
1520290712,true,true,both
1520290718,true,true,both
1520290720,true,true,both
1520290724,true,true,both
1520290726,true,true,both
1520290727,true,true,both
1520290728,true,true,both
1520290729,true,true,both
1520290731,true,true,both
1520290733,true,true,both
1520290735,true,true,both
1520290740,true,true,both
1520290743,true,true,both
1520290744,true,true,both
1520290751,true,true,both
1520290764,true,true,both
1520290765,true,true,both
1520290776,true,true,both
1520290780,true,true,both
1520290784,true,true,both
1520290786,true,true,both
1520290788,true,true,both
1520290790,true,true,both
1520290791,true,true,both
1520290792,true,true,both
1520290793,true,true,both
1520290794,true,true,both
1520290795,true,true,both
1520290796,true,true,both
1520290798,true,true,both
1520290809,true,true,both
1520290814,true,true,both
1520290815,true,true,both
1520290817,true,true,both
1520290818,true,true,both
1520290821,true,true,both
1520290823,true,true,both
1520290836,true,true,both
1520290842,true,true,both
1520290853,true,true,both
1520290856,true,true,both
1520290867,true,true,both
1520290873,true,true,both
1520290888,true,true,both
1520290890,true,true,both
1520290900,true,true,both
1520290903,true,true,both
1520290904,true,true,both
1520290936,true,true,both
1520290940,true,true,both
1520290955,true,true,both
1520290963,true,true,both
1520298504,true,true,both
1520298506,true,true,both
1520298510,true,true,both
1520298512,true,true,both
1520298517,true,true,both
1520298524,true,true,both
1520298525,true,true,both
1520298526,true,true,both
1520298530,true,true,both
1520298531,true,true,both
1520298532,true,true,both
1520298533,true,true,both
1520298536,true,true,both
1520298537,true,true,both
1520298541,true,true,both
1520298553,true,true,both
1520298557,true,true,both
1520298561,true,true,both
1520298564,true,true,both
1520298722,true,true,both
1520298734,true,true,both
1520298743,true,true,both
1520298762,true,true,both
1520298772,true,true,both
1520298773,true,true,both
1520298775,true,true,both
1520298777,true,true,both
1520298782,true,true,both
1520298784,true,true,both
1520298785,true,true,both
1520298787,true,true,both
1520298788,true,true,both
1520298802,true,true,both
1520298808,true,true,both
1520298810,true,true,both
1520298819,true,true,both
1520298828,true,true,both
1520298839,true,true,both
1520298851,true,true,both
1520298852,true,true,both
1520298855,true,true,both
1520298856,true,true,both
1520298857,true,true,both
1520298860,true,true,both
1520298873,true,true,both
1520298879,true,true,both
1520298887,true,true,both
1520298890,true,true,both
1520298918,true,true,both
1520298932,true,true,both
1520298940,true,true,both
1520298943,true,true,both
1520298954,true,true,both
1520298962,true,true,both
1520298971,true,true,both
1520298972,true,true,both
1520298980,true,true,both
1520298983,true,true,both
1520298984,true,true,both
1520298986,true,true,both
1520298988,true,true,both
1520298999,true,true,both
1520299011,true,true,both
1520299015,true,true,both
1520299024,true,true,both
1520299036,true,true,both
1520299044,true,true,both
1520299048,true,true,both
1520299053,true,true,both
1520299078,true,true,both
1520299082,true,true,both
1520299094,true,true,both
1520299104,true,true,both
1520299111,true,true,both
1520299119,true,true,both
1520299122,true,true,both
1520299124,true,true,both
1520299130,true,true,both
1520299131,true,true,both
1520299143,true,true,both
1520299149,true,true,both
1520299163,true,true,both
1520299168,true,true,both
1520299169,true,true,both
1520299172,true,true,both
1520299175,true,true,both
1520299183,true,true,both
1520299190,true,true,both
1520299228,true,true,both
1520299243,true,true,both
1520299250,true,true,both
1520299253,true,true,both
1520299272,true,true,both
1520299289,true,true,both
1520299303,true,true,both
1520299309,true,true,both
1520299311,true,true,both
1520299312,true,true,both
1520299315,true,true,both
1520299317,true,true,both
1520299318,true,true,both
1520299320,true,true,both
1520299322,true,true,both
1520299323,true,true,both
1520299324,true,true,both
1520299325,true,true,both
1520299329,true,true,both
1520299330,true,true,both
1520299332,true,true,both
1520299335,true,true,both
1520299337,true,true,both
1520299338,true,true,both
1520299349,true,true,both
1520299359,true,true,both
1520299361,true,true,both
1520299363,true,true,both
1520299385,true,true,both
1520299388,true,true,both
1520299392,true,true,both
1520299396,true,true,both
1520299402,true,true,both
1520299439,true,true,both
1520299458,true,true,both
1520299471,true,true,both
1520299485,true,true,both
1520299511,true,true,both
1520299537,true,true,both
1520299556,true,true,both
1520299561,true,true,both
1520299562,true,true,both
1520299564,true,true,both
1520299569,true,true,both
1520299578,true,true,both
1520299598,true,true,both
1520299610,true,true,both
1520299620,true,true,both
1520299624,true,true,both
1520299628,true,true,both
1520299635,true,true,both
1520299644,true,true,both
1520299646,true,true,both
1520299664,true,true,both
1520299682,true,true,both
1520299685,true,true,both
1520299689,true,true,both
1520299696,true,true,both
1520299699,true,true,both
1520299700,true,true,both
1520299701,true,true,both
1520299704,true,true,both
1520299705,true,true,both
1520299707,true,true,both
1520299709,true,true,both
1520299711,true,true,both
1520299717,true,true,both
1520299719,true,true,both
1520299721,true,true,both
1520299722,true,true,both
1520299734,true,true,both
1520299736,true,true,both
1520299763,true,true,both
1520299768,true,true,both
1520299773,true,true,both
1520299788,true,true,both
1520299791,true,true,both
1520299801,true,true,both
1520299805,true,true,both
1520299806,true,true,both
1520299807,true,true,both
1520299809,true,true,both
1520299811,true,true,both
1520299813,true,true,both
1520299815,true,true,both
1520299816,true,true,both
1520299822,true,true,both
1520299836,true,true,both
1520299845,true,true,both
1520299853,true,true,both
1520299855,true,true,both
1520299868,true,true,both
1520299879,true,true,both
1520299888,true,true,both
1520299925,true,true,both
1520299932,true,true,both
1520299933,true,true,both
1520299944,true,true,both
1520299963,true,true,both
1520299996,true,true,both
1520300037,true,true,both
1520300064,true,true,both
1520300067,true,true,both
1520300068,true,true,both
1520300072,true,true,both
1520300075,true,true,both
1520300078,true,true,both
1520300079,true,true,both
1520300080,true,true,both
1520300082,true,true,both
1520300083,true,true,both
1520300084,true,true,both
1520300085,true,true,both
1520300088,true,true,both
1520300093,true,true,both
1520300102,true,true,both
1520300106,true,true,both
1520300107,true,true,both
1520300109,true,true,both
1520300110,true,true,both
1520300111,true,true,both
1520300113,true,true,both
1520300114,true,true,both
1520300119,true,true,both
1520300120,true,true,both
1520300128,true,true,both
1520300129,true,true,both
1520300136,true,true,both
1520300138,true,true,both
1520300140,true,true,both
1520300269,true,true,both
1520300281,true,true,both
1520300299,true,true,both
1520300312,true,true,both
1520300317,true,true,both
1520300321,true,true,both
1520300327,true,true,both
1520300333,true,true,both
1520300337,true,true,both
1520300338,true,true,both
1520300341,true,true,both
1520300342,true,true,both
1520300344,true,true,both
1520300345,true,true,both
1520300351,true,true,both
1520300354,true,true,both
1520300355,true,true,both
1520300361,true,true,both
1520300362,true,true,both
1520300363,true,true,both
1520300373,true,true,both
1520300393,true,true,both
1520300396,true,true,both
1520300399,true,true,both
1520300409,true,true,both
1520300416,true,true,both
1520300421,true,true,both
1520300422,true,true,both
1520300423,true,true,both
1520300438,true,true,both
1520300450,true,true,both
1520300458,true,true,both
1520300519,true,true,both
1520300537,true,true,both
1520300539,true,true,both
1520300541,true,true,both
1520300554,true,true,both
1520300558,true,true,both
1520300569,true,true,both
1520300571,true,true,both
1520300600,true,true,both
1520300622,true,true,both
1520300623,true,true,both
1520300661,true,true,both
1520300677,true,true,both
1520300681,true,true,both
1520300686,true,true,both
